en	en	endear	Cause to be loved or liked.
en	en	ended	Come or bring to a final point; finish.
en	en	equity	The quality of being fair and impartial.
en	en	escalated	Increase rapidly.
en	en	escort	A person, vehicle, ship, or aircraft, or a group of these, accompanying another for protection, security, or as a mark of rank.
en	en	estranged	(of a person) no longer close or affectionate to someone; alienated.
en	en	evaded	Escape or avoid, especially by cleverness or trickery.
en	en	exhaust	Drain (someone) of their physical or mental resources; tire out.
en	en	expenses	The cost required for something; the money spent on something.
en	en	falsetto	A method of voice production used by male singers, especially tenors, to sing notes higher than their normal range.
en	en	fares	The money a passenger on public transportation has to pay.
en	en	finance	The management of large amounts of money, especially by governments or large companies.
en	en	friends	A person whom one knows and with whom one has a bond of mutual affection, typically exclusive of sexual or family relations.
en	en	frowned	Furrow one's brow in an expression of disapproval, displeasure, or concentration.
en	en	furbishing	Give a fresh look to (something old or shabby); renovate.
en	en	get	Come to have or hold (something); receive.
en	en	goatee	A small, sometimes pointed, beard.
en	en	goose	A large waterbird with a long neck, short legs, webbed feet, and a short broad bill. Generally geese are larger than ducks and have longer necks and shorter bills.
en	en	grades	A particular level of rank, quality, proficiency, intensity, or value.
en	en	groin	The area between the abdomen and the thigh on either side of the body.
en	en	groped	Feel about or search blindly or uncertainly with the hands.
en	en	growing	(of a living thing) undergo natural development by increasing in size and changing physically; progress to maturity.
en	en	grub	The larva of an insect, especially a beetle.
en	en	grumpy	Bad-tempered and sulky.
en	en	haggling	Dispute or bargain persistently, especially over the cost of something.
en	en	halal	Denoting or relating to meat prepared as prescribed by Muslim law.
en	en	hannah	The brig Hannah transported emigrants to Canada during the Irish Famine. She is known for the terrible circumstances of her 1849 shipwreck, in which the captain and two officers left the sinking ship aboard the only lifeboat, leaving passengers and the rest of the crew to fend for themselves.
en	en	harrowing	Draw a harrow over (land).
en	en	high	Of great vertical extent.
en	en	hood	A covering for the head and neck with an opening for the face, typically forming part of a coat or sweatshirt.
en	en	humming	Make a low, steady continuous sound like that of a bee.
en	en	hype	Extravagant or intensive publicity or promotion.
en	en	impostor	A person who pretends to be someone else in order to deceive others, especially for fraudulent gain.
en	en	impoverished	Make (a person or area) poor.
en	en	industrious	Diligent and hard-working.
en	en	initiative	The ability to assess and initiate things independently.
en	en	intervarsity	A competition taking place between universities;  taking place between universities
en	en	intolerant	Not tolerant of views, beliefs, or behavior that differ from one's own.
en	en	irate	Feeling or characterized by great anger.
en	en	itch	An uncomfortable sensation on the skin that causes a desire to scratch.
en	en	jeered	Make rude and mocking remarks, typically in a loud voice.
en	en	juicy	(of food) full of juice; succulent.
en	en	kandi	Kandi is a town, arrondissement and commune in the Alibori Department of eastern Benin. Originally a market town, Kandi is now primarily a farming centre. It lies on the nation's main north-south highway, 650 km from Cotonou and 325 miles north of Porto-Novo. ...
en	en	karma	(in Hinduism and Buddhism) the sum of a person's actions in this and previous states of existence, viewed as deciding their fate in future existences.
en	en	keyed	Enter or operate on (data) by means of a computer keyboard or telephone keypad.
en	en	kinky	Involving or given to unusual sexual behavior.
en	en	kosher	(of food, or premises in which food is sold, cooked, or eaten) satisfying the requirements of Jewish law.
en	en	lashes	Strike (someone) with a whip or stick.
en	en	lay's	Lay's is the brand name for a number of potato chip varieties as well as the name of the company that founded the chip brand in 1932. A company owned by PepsiCo since 1965. Other brands in the Frito-Lay group include Fritos, Doritos, Ruffles, Cheetos, Rold Gold pretzels, and Sun Chips.
en	en	legacy	An amount of money or property left to someone in a will.
en	en	legit	Legal; conforming to the rules.
en	en	leniency	The fact or quality of being more merciful or tolerant than expected; clemency.
en	en	leverage	The exertion of force by means of a lever or an object used in the manner of a lever.
en	en	litigator	Litigant: (law) a party to a lawsuit; someone involved in litigation; "plaintiffs and defendants are both litigants"
en	en	lurk	(of a person or animal) be or remain hidden so as to wait in ambush for someone or something.
en	en	meek	Quiet, gentle, and easily imposed on; submissive.
en	en	menial	(of work) not requiring much skill and lacking prestige.
en	en	messy	Untidy or dirty.
en	en	migraine	A recurrent throbbing headache that typically affects one side of the head and is often accompanied by nausea and disturbed vision.
en	en	militant	Combative and aggressive in support of a political or social cause, and typically favoring extreme, violent, or confrontational methods.
en	en	moody	(of a person) given to unpredictable changes of mood, especially sudden bouts of gloominess or sullenness.
en	en	muck	Dirt, rubbish, or waste matter.
en	en	mustang	An American feral horse, typically small and lightly built.
en	en	nullifying	Make legally null and void; invalidate.
en	en	nutmeg	The hard, aromatic, almost spherical seed of a tropical tree.
en	en	nuts	A fruit consisting of a hard or tough shell around an edible kernel.
en	en	nyquil	Vicks NyQuil is a brand of over the counter medication manufactured by Procter & Gamble intended for the relief of various symptoms of the common cold. All medications within the NyQuil imprint contain sedating antihistamines, hypnotics, or alcohol, and are intended to be taken before sleep. ...
en	en	outfits	A set of clothes worn together, typically for a particular occasion or purpose.
en	en	overwhelmed	Bury or drown beneath a huge mass.
en	en	palin's	(Palinism)  The political philosophy associated with U.S. public figure Sarah Palin;  A statement or turn of phrase made by U.S. public figure Sarah Palin that is unintentionally comical due to malapropisms, dubious coherency, etc
en	en	pamper	Indulge with every attention, comfort, and kindness; spoil.
en	en	panhandlers	(panhandler) a beggar who approaches strangers asking for money
en	en	password	A secret word or phrase that must be used to gain admission to something.
en	en	pathetic	Arousing pity, especially through vulnerability or sadness.
en	en	patron	A person who gives financial or other support to a person, organization, cause, or activity.
en	en	pensive	Engaged in, involving, or reflecting deep or serious thought.
en	en	pervasive	(especially of an unwelcome influence or physical effect) spreading widely throughout an area or a group of people.
en	en	pin	A thin piece of metal with a sharp point at one end and a round head at the other, used especially for fastening pieces of cloth.
en	en	pluck	Take hold of (something) and quickly remove it from its place; pick.
en	en	poop	The aftermost and highest deck of a ship, especially in a sailing ship where it typically forms the roof of a cabin in the stern.
en	en	pounding	Repeated and heavy striking or hitting of someone or something.
en	en	prejudice	Preconceived opinion that is not based on reason or actual experience.
en	en	prick	Make a small hole in (something) with a sharp point; pierce slightly.
en	en	procreate	(of people or animals) produce young; reproduce.
en	en	profanity	Blasphemous or obscene language.
en	en	prom	A formal dance, especially one held by a class in high school or college at the end of a year.
en	en	promiscuous	Having or characterized by many transient sexual relationships.
en	en	prorated	Allocate, distribute, or assess pro rata.
en	en	prose	Written or spoken language in its ordinary form, without metrical structure.
en	en	pus	A thick yellowish or greenish opaque liquid produced in infected tissue, consisting of dead white blood cells and bacteria with tissue debris and serum.
en	en	rapport	A close and harmonious relationship in which the people or groups concerned understand each other's feelings or ideas and communicate well.
en	en	ravers	A person who regularly goes to raves.
en	en	raves	Talk wildly or incoherently, as if one were delirious or insane.
en	en	rear	The back part of something, especially a building or vehicle.
en	en	rebuffed	Reject (someone or something) in an abrupt or ungracious manner.
en	en	recalled	Bring (a fact, event, or situation) back into one's mind, especially so as to recount it to others; remember.
en	en	register	An official list or record, for example of births, marriages, and deaths, of shipping, or of historic places.
en	en	remorse	Deep regret or guilt for a wrong committed.
en	en	repatriated	Send (someone) back to their own country.
en	en	requests	An act of asking politely or formally for something.
en	en	retention	The continued possession, use, or control of something.
en	en	retiring	Leave one's job and cease to work, typically upon reaching the normal age for leaving employment.
en	en	revered	Feel deep respect or admiration for (something).
en	en	ridiculous	Deserving or inviting derision or mockery; absurd.
en	en	rock	Move gently to and fro or from side to side.
en	en	rumours	A currently circulating story or report of uncertain or doubtful truth.
en	en	runcible	"Runcible" is a nonsense word invented by Edward Lear. The word appears several times in his works, most famously as the "runcible spoon" used by the Owl and the Pussycat. ...
en	en	ruthless	Having or showing no pity or compassion for others.
en	en	sanctimoniously	In a sanctimonious manner; "she was sanctimoniously criticizing everybody"
en	en	sarah	(Old Testament) the wife of Abraham and mother of Isaac
en	en	schillings	The basic monetary unit of Austria (until replaced by the euro), equal to 100 groschen.
en	en	scorn	The feeling or belief that someone or something is worthless or despicable; contempt.
en	en	scousers	(scouse) lobscouse: a stew of meat and vegetables and hardtack that is eaten by sailors
en	en	scuffed	Scrape or brush the surface of (a shoe or other object) against something.
en	en	search	Try to find something by looking or otherwise seeking carefully and thoroughly.
en	en	send	The push or surge created by a wave.
en	en	sentience	Awareness: state of elementary or undifferentiated consciousness; "the crash intruded on his awareness"
en	en	sequel	A published, broadcast, or recorded work that continues the story or develops the theme of an earlier one.
en	en	services	The action of helping or doing work for someone.
en	en	shaved	Cut the hair off one's face with a razor.
en	en	show	Be or allow or cause to be visible.
en	en	shredded	Torn or cut into shreds.
en	en	silly	Having or showing a lack of common sense or judgment; absurd and foolish.
en	en	sizzling	Very hot.
en	en	soak	Make or allow (something) to become thoroughly wet by immersing it in liquid.
en	en	spatial	Of or relating to space.
en	en	squat	Crouch or sit with one's knees bent and one's heels close to or touching one's buttocks or the back of one's thighs.
en	en	stamping	Bring down (one's foot) heavily on the ground or on something on the ground.
en	en	statistics	The practice or science of collecting and analyzing numerical data in large quantities, especially for the purpose of inferring proportions in a whole from those in a representative sample.
en	en	stigmatized	Describe or regard as worthy of disgrace or great disapproval.
en	en	studs	A large-headed piece of metal that pierces and projects from a surface, especially for decoration.
en	en	stunned	Knock unconscious or into a dazed or semiconscious state.
en	en	sturdy	(of a person or their body) strongly and solidly built.
en	en	submissions	The action or fact of accepting or yielding to a superior force or to the will or authority of another person.
en	en	suppose	Assume that something is the case on the basis of evidence or probability but without proof or certain knowledge.
en	en	tapers	Diminish or reduce or cause to diminish or reduce in thickness toward one end.
en	en	tarnish	Lose or cause to lose luster, especially as a result of exposure to air or moisture.
en	en	taunts	A remark made in order to anger, wound, or provoke someone.
en	en	tedium	The state of being tedious.
en	en	this	Used to identify a specific person or thing close at hand or being indicated or experienced.
en	en	tights	A woman's thin, close-fitting garment, typically made of nylon or other knitted yarn, covering the legs, hips, and bottom.
en	en	toffees	A kind of firm or hard candy that softens when sucked or chewed, made by boiling together sugar and butter, often with other ingredients or flavorings added.
en	en	tranquil	Free from disturbance; calm.
en	en	troll	Make a deliberately offensive or provocative online posting with the aim of upsetting someone or eliciting an angry response from them.
en	en	undermine	Erode the base or foundation of (a rock formation).
en	en	unfazed	Not disconcerted or perturbed.
en	en	unilaterally	In a unilateral manner; by means of one part or party; "they worked out an agreement unilaterally"
en	en	vetting	Make a careful and critical examination of (something).
en	en	vilify	Speak or write about in an abusively disparaging manner.
en	en	wacky	Funny or amusing in a slightly odd or peculiar way.
en	en	warring	(of two or more people or groups) in conflict with each other.
en	en	wasted	Use or expend carelessly, extravagantly, or to no purpose.
en	en	whine	A long, high-pitched complaining cry.
en	en	whippersnapper	A young and inexperienced person considered to be presumptuous or overconfident.
en	en	xanax	Trademark for alprazolam.
en	en	xxxx	XXXX is a brand of Australian beer brewed in Milton, Brisbane by Queensland brewers, Castlemaine Perkins. It enjoys wide popularity in the state of Queensland, where it is commonly found on-tap in pubs and bars. ...
en	en	years	The time taken by a planet to make one revolution around the sun.
en	en	you	Used to refer to the person or people that the speaker is addressing.
en	en	yousafzai	The Yūsufzai, also called Yousafzai, Esapzay or Yūsufī, is one of the major Pashtun tribes. They are found in Khyber Pakhtunkhwa and the Federally Administered Tribal Areas of Pakistan, and in some eastern parts of Afghanistan. ...
en	en	zotero	Zotero is free and open-source reference management software to manage bibliographic data and related research materials. ...
et	en	tadesse	protected areas
fr	en	sauve	saves, safe
nl	en	griffioen	griffin
