gid,v1,v2,v3,v4,v5
2,2,3,4,2,0
2,3,3,2,3,3
2,2,3,3,1,1
2,2,3,4,2,0
2,3,3,3,1,0
2,3,4,2,4,5
2,3,4,4,2,0
2,4,3,2,4,4
2,3,3,1,4,4
2,3,4,2,4,4
2,4,4,2,3,4
2,3,4,2,4,4
2,2,4,3,2,1
2,3,4,3,2,0
2,3,3,2,3,4
2,3,3,1,4,4
2,3,3,3,1,1
2,2,4,3,2,0
2,2,4,4,1,0
2,3,4,3,2,0
2,3,3,3,1,0
2,1,3,2,4,4
2,3,3,1,4,5
2,3,4,3,1,1
2,3,4,3,2,0
2,2,4,4,2,0
2,3,3,3,1,1
2,4,3,4,2,0
2,3,4,2,4,4
2,3,4,3,1,1
2,3,3,1,4,4
2,2,3,3,1,0
2,3,3,2,5,4
2,0,4,2,4,3
2,3,3,2,3,4
2,2,4,3,2,0
2,3,3,3,2,0
2,2,4,3,1,0
2,2,3,4,1,1
2,5,3,3,4,4
2,4,3,2,4,4
2,4,3,2,4,4
2,3,4,2,5,4
2,2,4,3,2,2
2,3,4,3,1,0
2,3,4,2,3,4
2,3,3,3,5,4
2,3,3,3,2,0
2,2,4,3,2,0
2,3,2,2,4,4
2,3,4,2,4,4
2,2,3,3,3,0
2,3,3,3,2,0
2,2,4,3,1,0
2,3,3,2,3,4
2,3,3,3,1,0
2,3,4,3,2,0
2,3,3,3,1,0
2,4,3,2,4,5
2,3,3,2,4,5
2,4,3,2,4,4
2,2,4,4,2,0
2,3,3,2,1,1
2,3,3,2,4,4
3,4,3,2,4,3
3,2,3,2,5,5
3,4,3,1,3,4
3,4,3,2,4,4
3,3,3,2,4,4
3,4,2,1,4,4
3,3,3,1,4,4
3,3,3,3,4,5
3,3,3,2,4,5
3,3,3,2,4,5
3,3,3,2,4,4
3,4,3,2,4,4
3,3,3,2,4,4
3,3,3,2,4,4
3,0,4,2,4,4
3,3,3,2,4,4
3,4,3,2,4,4
3,4,2,3,4,4
3,0,4,2,4,4
3,4,3,2,4,5
3,3,3,2,4,4
3,3,4,3,3,4
3,4,3,3,4,4
3,3,3,2,4,4
3,3,3,2,3,4
3,3,4,3,2,0
3,2,3,3,2,0
3,3,4,1,4,4
3,4,2,1,4,6
3,2,4,3,2,0
3,2,4,4,1,-1
3,1,4,1,3,4
3,3,3,2,4,4
3,2,4,3,2,0
3,3,3,2,4,4
3,2,4,4,1,1
3,4,3,2,4,6
3,3,3,2,2,1
3,2,3,2,4,4
3,3,2,2,4,4
3,4,3,1,4,5
3,4,3,1,5,4
3,3,3,1,4,4
3,3,3,2,5,4
3,3,3,1,3,4
3,4,3,2,3,4
3,3,3,2,3,4
3,1,4,2,4,4
3,2,4,3,2,1
3,3,3,2,4,5
3,2,3,2,4,5
3,-1,4,1,4,4
3,4,3,1,4,5
3,1,4,2,3,4
3,4,3,1,4,5
3,2,3,1,3,5
3,4,2,2,4,5
3,3,3,3,4,5
3,3,4,2,4,4
3,4,4,3,3,5
3,3,3,2,4,3
3,3,3,2,4,4
3,4,3,3,4,5
3,4,3,2,5,4
3,2,3,3,2,0
3,3,3,1,4,4
3,4,3,3,3,4
3,3,3,1,4,4
3,4,4,2,4,4
3,3,3,2,5,4
3,3,3,1,4,4
3,3,3,1,4,4
3,3,2,1,4,4
3,3,3,2,4,4
3,1,4,2,3,4
3,3,3,2,4,5
3,3,3,1,4,3
3,4,2,2,5,5
3,3,3,2,4,4
3,0,4,2,3,4
3,3,4,3,1,0
3,2,2,2,4,4
3,4,3,2,3,5
3,0,4,1,3,4
3,3,3,1,4,4
3,3,3,2,4,4
3,0,5,1,4,4
3,4,3,2,4,4
3,3,3,3,4,4
3,3,3,2,3,4
3,4,3,2,3,5
3,2,4,2,3,3
3,2,3,3,1,0
3,4,3,2,4,4
3,3,3,2,4,5
3,4,3,2,3,4
3,3,3,2,3,4
3,4,3,2,4,4
3,3,4,2,4,4
3,4,3,2,5,5
3,4,3,2,3,4
3,3,3,1,5,5
3,0,4,2,3,4
3,3,3,2,3,5
4,3,3,3,3,5
4,4,3,2,4,4
4,3,3,2,3,3
4,1,4,2,3,4
4,1,5,2,3,4
4,3,3,2,4,5
4,3,3,2,4,5
4,0,4,1,3,3
4,4,4,2,5,4
4,1,4,1,3,3
4,3,4,2,3,3
4,0,4,1,3,3
4,1,4,1,3,4
4,4,3,2,3,5
4,2,3,2,4,5
4,1,4,1,3,4
4,2,3,1,4,4
4,4,3,2,5,3
4,3,3,1,4,4
4,1,4,2,3,4
4,0,4,1,4,4
4,0,4,1,3,3
4,3,3,3,4,3
4,3,4,1,3,4
4,0,4,1,4,4
4,4,3,2,4,4
4,4,3,2,4,4
4,3,2,2,4,3
4,1,5,1,3,4
4,0,4,1,3,3
4,2,3,2,4,4
4,2,3,1,4,4
4,3,3,3,4,3
4,1,4,1,3,4
4,0,5,2,3,4
4,1,4,1,3,5
4,1,5,1,3,5
4,3,4,2,4,4
4,3,3,2,4,4
4,3,3,1,4,4
4,3,3,1,5,5
4,3,3,2,4,5
4,4,3,2,4,4
4,0,4,2,3,4
4,4,3,2,4,4
4,1,4,2,3,3
4,3,3,3,2,0
4,3,4,2,4,4
4,3,3,2,5,5
4,4,3,2,3,3
4,3,3,2,5,4
4,4,3,2,4,4
4,3,3,3,4,5
4,1,4,1,3,4
4,4,3,2,5,5
4,1,4,2,3,3
4,3,3,2,4,5
4,3,4,2,4,5
4,3,2,2,4,4
4,0,4,1,3,4
4,1,4,1,4,4
4,1,3,2,3,4
4,3,3,2,4,5
4,3,3,2,5,4
4,1,4,1,3,3
4,3,3,1,4,4
4,0,4,1,3,4
4,0,4,1,3,4
4,3,3,3,4,4
4,1,4,1,3,4
4,1,4,2,3,4
4,3,3,2,3,4
4,4,3,2,4,4
4,3,3,2,4,5
4,3,3,2,3,5
4,4,4,2,4,5
4,3,3,3,4,4
4,3,3,3,4,4
4,3,3,2,4,4
4,1,4,1,4,3
4,0,3,1,3,4
4,0,4,1,2,4
4,1,4,1,3,4
4,4,3,2,4,4
4,2,3,3,3,4
4,3,3,2,5,3
4,0,5,1,3,4
4,4,3,2,3,4
5,3,3,2,3,4
5,1,5,1,2,3
5,4,3,2,4,4
5,4,4,1,3,4
5,0,4,1,2,3
5,1,3,2,3,3
5,0,4,1,4,4
5,0,4,2,2,4
5,3,4,2,4,4
5,0,4,1,3,4
5,3,2,3,2,0
5,3,4,2,4,5
5,4,3,2,3,5
5,0,4,1,5,3
5,3,3,2,3,4
5,2,3,3,1,0
5,4,3,2,4,4
5,3,3,2,4,4
5,0,4,1,3,3
5,0,3,2,3,4
5,1,4,2,3,4
5,3,3,1,4,4
5,4,3,2,4,4
5,1,4,1,3,3
5,3,3,2,4,5
5,1,4,2,3,4
5,4,2,3,4,4
5,3,3,2,3,4
5,3,2,2,3,5
5,1,4,2,4,4
5,3,3,2,4,4
5,4,3,1,5,4
5,3,3,3,4,4
5,0,5,2,3,3
5,4,3,2,4,4
5,4,4,2,4,4
5,1,4,2,4,3
5,3,3,2,4,5
5,3,4,2,3,4
5,4,4,2,4,4
5,1,4,1,4,4
5,2,3,2,5,4
5,1,4,1,3,4
5,3,3,2,3,4
5,2,3,2,4,4
5,4,3,2,5,4
5,0,3,2,4,4
5,3,3,2,3,5
5,4,4,2,3,4
5,0,5,2,3,4
5,0,5,2,3,3
5,1,4,2,3,3
5,3,3,2,4,3
5,4,3,2,3,5
5,3,3,1,3,5
5,1,5,2,3,3
5,0,5,2,3,4
5,1,4,2,3,4
5,0,5,2,3,3
5,3,4,1,4,4
5,4,3,2,3,5
5,3,4,1,4,4
5,0,4,2,3,4
5,3,3,2,4,4
5,3,4,2,4,4
5,3,3,3,4,4
5,3,3,3,4,4
5,0,4,2,3,4
5,4,3,2,4,4
5,4,3,2,4,4
5,1,4,1,3,5
5,0,4,1,4,3
5,0,4,2,3,4
5,1,4,2,3,4
5,0,5,2,4,4
5,1,4,1,3,4
5,3,4,2,4,4
5,3,3,2,4,5
5,1,4,1,3,4
5,4,3,2,4,5
5,0,4,2,4,4
5,1,4,2,3,4
5,4,2,3,4,4
5,4,3,3,4,4
5,3,3,2,4,4
5,3,4,2,3,4
5,3,3,2,4,4
5,3,3,1,4,4
5,3,4,2,4,4
5,3,3,2,3,5
5,0,4,1,3,4
6,2,4,2,3,0
6,3,3,3,4,4
6,1,5,1,3,4
6,3,3,2,3,3
6,3,3,2,4,4
6,3,3,2,4,4
6,3,3,2,4,4
6,1,4,1,3,3
6,0,4,1,3,3
6,4,3,1,5,4
6,3,3,1,3,4
6,1,4,1,3,3
6,3,3,2,4,4
6,3,2,2,5,4
6,3,3,2,4,5
6,0,4,1,3,4
6,1,4,1,3,4
6,1,4,1,2,3
6,1,4,3,3,4
6,3,3,1,4,4
6,3,3,2,4,5
6,3,3,2,4,4
6,3,3,2,4,4
6,3,3,2,4,3
6,1,3,2,3,4
6,1,4,2,3,3
6,4,4,2,4,4
6,3,4,2,4,4
6,1,4,1,3,4
6,3,3,3,4,4
6,4,3,2,4,5
6,3,2,2,3,5
6,2,3,3,2,0
6,4,3,2,4,4
6,3,2,2,4,4
6,1,4,1,3,5
6,3,3,2,3,4
6,3,3,2,4,4
6,3,4,2,4,4
6,1,4,3,3,4
6,3,2,2,4,4
6,4,4,2,4,4
6,3,2,1,4,4
6,1,4,1,3,4
6,0,5,2,4,3
6,0,4,2,4,4
6,0,4,1,3,4
6,1,4,1,3,4
6,4,3,2,5,4
6,1,4,1,4,4
6,1,4,1,4,3
6,0,5,1,3,4
6,1,3,1,3,3
6,3,3,2,4,3
6,1,5,2,3,3
6,4,4,2,4,4
6,2,3,2,4,4
6,3,4,2,3,4
6,3,3,3,4,4
6,3,3,2,4,5
6,4,3,2,4,4
6,4,2,2,3,5
6,2,3,3,1,1
6,1,5,1,3,4
6,4,2,1,4,4
6,0,4,1,3,4
6,4,3,2,4,5
6,1,4,2,4,4
6,1,4,3,3,4
6,1,5,2,4,4
6,3,3,2,4,5
6,3,3,2,4,4
6,3,3,2,4,4
6,4,4,2,4,4
6,0,4,2,3,3
6,3,3,2,4,5
6,3,3,2,4,4
6,3,3,2,4,4
6,1,4,2,3,3
6,3,2,2,4,4
6,1,5,2,3,3
6,0,4,1,3,4
6,1,4,2,3,4
6,4,3,2,4,5
6,4,4,2,4,5
6,3,3,2,4,5
6,0,4,3,3,4
6,2,4,2,4,4
6,4,3,2,3,5
6,0,4,2,2,4
6,1,4,2,3,4
6,4,3,2,3,5
6,3,3,2,4,4
6,3,3,1,4,4
6,4,3,2,4,4
6,1,4,2,3,4
6,1,3,1,3,4
7,3,4,3,2,1
7,1,4,1,2,4
7,0,4,1,4,3
7,3,3,3,2,1
7,0,4,1,3,4
7,2,4,3,2,0
7,0,4,1,3,4
7,2,3,3,2,0
7,2,4,3,2,0
7,2,3,4,2,0
7,2,3,4,2,0
7,2,3,3,1,-1
7,3,3,3,1,0
7,1,4,2,3,3
7,0,5,2,3,4
7,1,4,1,3,4
7,3,3,3,2,0
7,1,4,2,3,4
7,2,3,3,1,0
7,2,4,4,2,0
7,0,5,1,3,3
7,2,3,3,2,0
7,1,5,2,3,4
7,2,3,3,1,1
7,3,4,3,1,0
7,3,4,3,1,0
7,1,5,1,4,4
7,3,3,3,1,0
7,3,3,3,2,0
7,4,3,3,2,0
7,1,5,2,3,4
7,1,3,2,3,4
7,3,4,4,1,1
7,0,3,2,3,2
7,3,4,3,2,0
7,2,4,3,1,0
7,3,4,3,1,0
7,3,4,3,1,0
7,2,4,4,2,0
7,3,4,3,1,1
7,3,4,3,1,1
7,2,4,3,2,0
7,0,5,1,4,4
7,2,3,3,2,0
7,2,3,3,1,0
7,1,3,2,3,4
7,2,4,4,2,0
7,3,3,3,2,-1
7,2,4,4,2,1
7,3,4,3,2,0
7,3,3,3,1,0
7,3,4,2,1,0
7,1,4,1,4,5
7,1,4,2,3,4
7,0,4,2,5,3
7,2,4,3,1,-1
7,3,4,3,1,0
7,0,4,1,3,4
7,3,3,3,2,0
7,1,5,2,3,4
7,0,4,1,4,4
7,3,3,3,2,1
7,1,4,2,3,5
7,0,3,1,4,4
7,1,4,1,4,3
7,1,4,2,3,4
7,2,5,3,1,0
7,3,4,3,1,0
7,2,3,4,1,1
7,3,4,3,2,0
7,1,4,1,3,4
7,3,4,3,2,0
7,2,3,3,1,0
7,2,3,3,2,0
7,2,3,3,2,1
7,3,3,3,2,1
7,4,3,1,4,4
7,3,4,2,1,0
7,3,4,3,1,-1
7,3,4,4,1,0
7,2,4,4,3,0
7,3,4,3,1,0
7,0,4,2,3,4
7,3,4,3,1,0
7,0,5,1,3,4
7,1,3,1,4,4
7,0,4,1,4,3
7,3,3,3,1,0
7,0,4,2,3,4
7,2,4,3,2,0
7,2,4,3,2,1
7,2,4,4,2,0
8,2,4,3,1,0
8,3,3,3,1,0
8,2,3,3,2,0
8,3,3,2,1,0
8,3,4,3,1,1
8,0,3,1,3,5
8,2,3,3,1,0
8,3,4,2,2,1
8,0,4,0,3,4
8,3,3,3,1,1
8,3,3,3,1,0
8,2,3,3,2,0
8,0,4,2,4,3
8,4,3,2,4,4
8,3,4,4,1,0
8,1,4,2,4,3
8,3,4,3,1,0
8,3,3,4,2,0
8,1,4,1,3,3
8,3,4,3,2,1
8,4,4,3,1,0
8,3,4,2,2,1
8,2,4,3,1,0
8,2,3,3,2,0
8,0,4,2,3,4
8,2,4,4,1,1
8,3,4,2,1,1
8,1,3,1,3,3
8,0,4,2,3,5
8,2,4,3,1,1
8,2,4,3,2,-1
8,2,3,4,1,0
8,1,4,1,4,4
8,3,3,2,4,4
8,2,5,3,1,0
8,1,4,1,4,4
8,2,3,3,1,0
8,1,5,1,3,5
8,3,4,3,1,0
8,2,4,3,1,1
8,2,3,3,1,0
8,1,5,1,3,3
8,3,4,3,2,0
8,2,4,4,1,0
8,2,3,3,3,0
8,1,4,2,3,4
8,2,3,4,2,0
8,3,5,4,1,0
8,2,3,3,2,0
8,3,4,2,4,5
8,3,3,4,2,0
8,2,4,3,1,0
8,4,4,3,2,0
8,0,4,1,4,4
8,2,4,3,2,0
8,1,4,2,3,4
8,3,4,2,2,0
8,3,3,1,3,5
8,3,3,4,1,1
8,1,4,1,4,4
8,3,4,3,2,0
8,2,3,3,1,-1
8,2,3,3,2,0
8,3,4,3,2,0
8,0,4,1,3,4
8,3,4,4,2,0
8,2,3,3,3,0
8,3,4,3,1,1
8,4,3,3,1,0
8,0,5,1,4,4
8,3,4,4,1,1
8,1,4,2,3,4
8,1,4,3,1,1
8,2,3,3,2,0
8,1,4,1,3,4
8,3,3,4,2,0
8,3,4,4,1,0
8,3,4,3,1,1
8,2,4,4,1,0
8,2,4,3,2,0
8,0,4,1,4,4
8,3,4,3,2,1
8,3,5,3,2,1
8,3,4,3,2,1
8,3,4,4,1,0
8,2,3,3,1,-1
8,0,4,1,4,5
8,2,3,3,2,0
8,1,4,1,3,4
8,0,4,2,3,5
8,1,4,2,3,4
8,3,3,3,2,1
8,3,4,3,2,0
8,1,4,1,3,3
8,0,5,3,4,4
8,0,4,1,3,3
8,3,3,2,2,0
8,1,4,2,3,4
8,3,2,4,2,0
8,1,4,2,3,3
9,2,3,3,1,0
9,3,3,2,4,5
9,3,3,3,2,0
9,1,4,1,3,3
9,3,3,3,2,0
9,2,3,3,1,0
9,3,4,3,1,0
9,4,3,3,3,4
9,3,4,3,1,0
9,2,4,3,1,0
9,3,4,3,1,0
9,3,3,3,2,0
9,2,4,3,1,0
9,0,4,2,3,4
9,2,3,3,1,1
9,0,4,2,3,3
9,2,3,3,1,0
9,2,3,3,1,0
9,3,4,4,2,0
9,1,4,2,4,4
9,3,3,3,2,1
9,3,4,3,1,0
9,3,3,4,2,1
9,2,4,3,2,0
9,0,4,1,4,4
9,2,5,2,3,4
9,2,3,4,1,0
9,3,3,3,1,0
9,2,3,2,4,4
9,2,3,3,2,-1
9,3,4,3,1,1
9,1,4,1,4,4
9,2,4,3,2,1
9,2,4,3,1,0
9,3,3,4,1,0
9,2,3,3,2,1
9,2,4,4,2,1
9,2,3,2,1,1
9,1,4,1,3,4
9,3,4,3,2,0
9,3,4,3,2,0
9,2,4,3,1,0
9,1,4,2,3,4
9,2,4,4,2,0
9,3,3,3,1,1
9,3,3,2,4,5
9,3,4,3,2,0
9,1,4,2,3,3
9,3,3,2,1,0
9,3,4,3,1,0
9,3,3,4,2,0
9,3,3,3,2,0
9,3,4,3,2,0
9,0,4,2,3,4
9,3,4,3,2,-1
9,0,4,2,3,4
9,3,4,3,1,0
9,0,4,2,3,4
9,3,3,3,1,0
9,0,3,2,3,4
9,2,3,3,1,0
9,3,4,2,2,0
9,0,4,2,3,4
9,0,5,1,3,4
9,3,3,4,1,0
9,1,4,2,3,4
9,3,4,4,1,0
9,2,3,4,2,-1
9,2,3,3,2,0
9,3,3,4,1,-1
9,3,3,3,2,0
9,3,3,4,1,0
9,0,4,1,3,4
9,1,3,4,2,1
9,3,4,3,2,0
9,2,4,4,2,-1
9,1,3,1,4,3
9,2,4,3,1,0
9,2,3,3,2,1
9,0,5,1,4,3
9,3,4,3,2,0
9,2,4,3,1,1
9,2,4,3,1,1
9,2,3,3,1,0
9,0,4,2,3,4
9,2,3,3,1,0
9,2,3,2,2,1
9,1,4,1,2,4
9,3,3,3,2,1
9,3,4,3,2,0
9,2,4,3,2,0
9,3,3,3,1,1
9,3,3,3,2,0
9,3,3,4,2,0
9,2,3,3,2,1
9,3,3,2,4,3
10,2,4,3,1,0
10,1,4,2,4,4
10,2,2,3,2,0
10,3,3,2,4,5
10,3,3,3,1,1
10,1,4,1,3,4
10,0,4,1,3,3
10,3,4,4,1,1
10,2,4,3,2,-1
10,0,4,1,3,4
10,3,3,4,2,0
10,3,3,3,1,0
10,3,3,3,2,0
10,2,3,4,1,0
10,2,3,3,1,0
10,3,3,3,2,1
10,3,5,3,1,1
10,2,4,2,1,0
10,2,3,3,2,-1
10,3,3,4,1,1
10,2,3,3,2,0
10,1,3,2,2,3
10,3,4,3,2,0
10,3,3,4,2,1
10,4,3,3,2,0
10,2,4,3,2,0
10,2,3,2,1,0
10,1,4,1,4,4
10,0,4,1,3,5
10,3,3,3,1,0
10,3,3,3,2,1
10,3,4,3,2,0
10,0,4,2,3,4
10,2,4,2,1,1
10,1,4,2,4,4
10,3,4,3,2,0
10,3,3,3,1,0
10,3,3,4,1,0
10,3,3,3,2,0
10,3,4,2,2,1
10,3,4,3,1,1
10,1,5,2,3,4
10,3,4,3,2,0
10,2,4,3,2,1
10,3,3,3,1,0
10,3,4,2,4,5
10,0,4,1,4,4
10,0,4,2,4,4
10,0,4,2,3,4
10,0,3,2,3,4
10,3,3,3,1,0
10,3,4,4,2,1
10,3,3,4,1,0
10,1,4,2,3,3
10,1,4,1,3,5
10,3,4,3,2,0
10,0,4,1,3,3
10,-1,4,2,3,4
10,1,4,1,3,4
10,1,4,2,3,4
10,3,3,3,2,0
10,3,3,3,0,0
10,3,4,4,2,0
10,3,4,4,2,1
10,3,4,3,1,0
10,2,4,3,2,0
10,3,4,3,2,0
10,2,4,3,2,1
10,4,4,3,3,0
10,3,3,4,2,0
10,4,3,4,1,1
10,1,4,1,3,4
10,0,4,2,3,4
10,3,3,3,1,1
10,1,3,2,3,3
10,1,4,2,3,4
10,0,4,1,4,4
10,3,3,3,2,0
10,2,4,3,2,1
10,3,3,4,1,1
10,3,3,3,2,0
10,2,3,3,2,0
10,0,4,2,4,5
10,3,4,3,2,1
10,3,4,4,2,1
10,3,3,2,4,3
10,3,3,4,1,0
10,2,4,3,1,0
10,1,4,1,3,3
10,3,3,4,1,0
10,0,3,1,4,4
10,3,3,3,2,0
10,2,3,3,2,0
10,0,4,2,3,5
10,2,3,3,1,0
10,1,4,2,3,4
10,0,4,2,3,4
10,3,2,2,2,0
10,3,4,3,2,0
10,3,3,3,1,0
10,0,4,2,3,4
10,1,4,2,3,4
10,1,4,2,3,4
10,3,4,3,2,0
10,2,4,3,1,0
10,3,4,3,2,0
10,2,2,3,2,0
11,0,5,2,4,3
11,3,3,2,3,4
11,3,4,2,3,4
11,1,4,2,3,4
11,0,5,1,3,4
11,3,4,3,4,4
11,4,3,2,4,5
11,3,3,2,4,4
11,0,4,2,4,4
11,4,3,1,3,4
11,3,4,2,4,4
11,3,3,2,4,4
11,3,3,3,4,4
11,4,3,2,4,4
11,3,3,2,4,5
11,3,4,2,4,4
11,1,5,2,3,4
11,3,2,1,5,5
11,3,3,2,3,4
11,3,3,2,3,4
11,4,3,3,3,4
11,1,4,1,3,4
11,1,4,1,4,4
11,1,3,1,3,4
11,0,5,1,3,4
11,4,3,2,4,4
11,3,4,2,4,4
11,3,3,3,3,5
11,1,4,2,4,4
11,4,3,2,4,4
11,3,3,2,4,4
11,4,3,2,4,5
11,1,5,2,3,4
11,3,2,2,5,4
11,4,4,3,4,3
11,3,3,1,4,4
11,3,4,2,3,4
11,4,3,2,4,4
11,4,4,2,4,4
11,3,3,2,4,4
11,0,4,2,3,3
11,1,4,2,3,4
11,0,4,2,3,3
11,1,4,2,4,4
11,1,5,1,4,3
11,0,4,2,4,4
11,3,3,2,4,4
11,1,4,2,3,4
11,1,5,2,3,4
11,3,3,2,4,4
11,2,4,3,1,-1
11,3,3,2,4,5
11,0,4,2,4,4
11,4,3,2,3,4
11,0,4,2,3,4
11,2,3,2,4,5
11,3,4,3,4,4
11,4,3,2,4,5
11,3,3,3,4,4
11,3,3,2,3,4
11,3,3,2,4,4
11,0,4,2,3,4
11,3,3,3,4,4
11,3,3,2,4,5
11,4,3,2,3,4
11,4,4,3,4,5
11,1,4,2,3,4
11,4,3,2,4,4
11,4,3,3,4,4
11,3,4,1,4,4
11,3,3,1,4,4
11,2,3,3,2,0
11,4,3,2,3,4
11,3,4,2,4,5
11,4,4,2,4,4
11,0,3,2,3,4
11,3,3,1,4,4
11,3,4,3,2,0
11,0,4,1,3,4
11,4,4,2,4,5
11,3,2,3,4,5
11,3,3,3,3,4
11,2,3,2,3,4
11,0,4,2,3,4
11,1,4,1,3,4
11,0,4,2,3,3
11,3,3,2,5,5
11,0,5,2,3,4
11,1,4,1,3,4
12,3,3,2,5,5
12,3,3,2,4,4
12,0,4,1,3,4
12,2,2,2,4,4
12,0,4,2,4,3
12,3,3,3,4,4
12,3,3,2,4,4
12,3,3,1,4,4
12,3,3,2,3,5
12,3,2,2,4,4
12,3,4,2,4,5
12,1,4,1,4,4
12,0,4,2,3,2
12,4,3,2,4,4
12,3,3,3,4,4
12,1,4,1,3,4
12,3,3,2,4,4
12,1,5,2,3,4
12,1,4,2,3,4
12,3,3,2,3,4
12,1,4,1,4,4
12,4,3,1,5,4
12,0,4,2,3,5
12,3,3,1,4,5
12,1,4,2,3,3
12,1,5,1,3,4
12,4,4,1,4,4
12,1,5,2,3,4
12,1,4,1,3,4
12,1,4,1,3,4
12,0,5,1,3,5
12,3,3,2,4,5
12,0,3,1,3,5
12,3,3,3,4,4
12,2,3,3,1,0
12,1,4,1,3,4
12,3,3,2,4,4
12,3,3,2,4,4
12,2,5,1,4,3
12,1,4,2,2,3
12,4,4,3,4,4
12,1,4,1,3,4
12,0,5,1,3,5
12,3,2,2,4,5
12,0,4,2,3,5
12,3,3,2,3,4
12,4,3,2,3,4
12,2,4,2,4,4
12,4,3,2,4,5
12,1,5,1,3,4
12,4,4,2,4,4
12,3,4,3,1,0
12,4,3,2,4,4
12,3,3,2,2,4
12,3,3,2,4,4
12,1,5,2,3,4
12,0,5,2,3,4
12,3,3,2,4,4
12,1,4,1,3,4
12,3,3,2,4,4
12,-1,4,1,2,4
