gid,v1,v2,v3,v4,v5,v6,v7,v,v9,v10
1,0,0,1,0,-1,1,0,0,-2,1
1,1,-1,-1,-2,1,0,0,-1,0,0
1,2,-2,0,-1,0,1,1,-1,1,0
1,0,0,-1,1,-2,-1,0,-1,1,0
1,1,-1,0,0,1,0,-1,-1,-1,-1
1,1,0,0,0,-1,-1,0,1,-1,1
1,-1,0,1,1,1,-1,-1,-2,1,0
1,0,2,0,1,1,0,-1,-1,0,0
1,2,-1,-1,0,1,0,-2,-1,-1,2
1,0,0,0,-1,0,0,0,0,0,0
1,0,0,-1,0,-1,0,2,1,1,2
1,1,0,2,0,1,1,0,0,0,0
1,0,0,0,0,1,0,-1,-1,-1,0
1,-1,-1,-1,-1,0,-1,-1,-1,2,0
1,0,0,1,0,0,2,-2,1,0,-1
1,0,-1,-1,-1,0,-2,1,0,-1,0
2,1,3,2,5,7,2,6,7,8,1
2,4,11,3,9,1,3,4,4,5,0
2,2,2,3,4,6,2,6,8,9,1
2,2,2,3,4,6,2,5,7,9,1
2,2,2,2,5,7,2,5,7,10,1
2,1,1,2,4,7,3,5,7,9,0
2,5,8,2,9,1,3,4,4,5,0
2,2,2,3,4,6,2,6,8,9,1
2,1,2,2,4,7,2,6,7,9,1
2,5,9,3,9,1,3,4,4,5,0
2,4,10,2,9,1,4,4,4,6,1
2,5,9,3,9,1,4,4,4,5,0
2,5,9,2,9,1,3,4,5,5,0
2,2,2,2,4,8,2,5,8,9,1
2,1,2,2,5,8,2,6,7,10,1
2,1,2,2,5,8,2,6,7,9,0
2,5,9,2,10,2,3,3,4,5,0
2,5,9,2,9,1,4,3,4,5,0
2,5,10,3,10,1,3,4,4,5,0
2,5,9,3,9,1,4,4,4,5,1
2,5,9,2,9,1,3,3,4,5,0
2,5,9,3,9,1,4,4,3,5,0
2,2,2,2,4,7,3,4,8,9,1
2,5,9,3,9,2,4,3,4,5,1
2,1,2,3,5,7,2,6,7,9,1
2,2,2,2,6,7,2,6,7,9,1
2,2,1,2,5,7,3,5,7,9,2
2,4,10,3,9,2,4,3,4,5,0
2,2,2,3,5,8,2,6,8,9,1
2,8,2,9,4,8,3,8,7,6,5
2,4,10,3,9,1,3,3,3,5,0
2,1,1,2,5,7,3,5,7,9,1
2,5,10,2,9,1,3,3,4,5,0
2,5,10,2,9,1,4,3,5,5,1
2,5,10,2,9,2,4,4,5,5,0
2,3,2,2,5,7,2,6,8,9,1
2,5,10,3,10,1,4,3,4,5,0
2,2,2,3,4,7,2,5,7,9,1
2,6,10,3,9,1,4,2,4,6,1
2,5,10,2,8,2,4,3,4,4,0
2,2,2,2,5,7,3,6,7,9,1
2,5,9,3,10,2,3,3,4,4,0
2,2,2,2,5,7,2,6,7,9,1
2,5,9,1,9,1,3,4,3,5,0
2,2,2,3,5,7,3,5,8,8,2
2,8,2,9,4,7,3,7,7,6,5
2,8,3,10,4,8,3,8,7,7,5
2,5,9,3,9,1,3,4,4,4,-1
2,2,2,2,6,7,2,5,8,9,1
2,5,10,2,9,2,4,3,5,4,0
2,5,9,3,9,1,2,4,3,4,0
2,2,2,2,4,8,2,6,8,9,1
2,5,10,2,9,1,3,4,3,5,1
2,1,3,3,5,7,2,5,7,9,2
2,5,10,3,10,1,3,4,4,5,0
2,5,9,3,9,1,3,3,5,5,1
2,4,10,2,10,2,3,3,5,5,0
2,5,10,2,10,2,4,4,4,4,1
2,2,2,2,5,7,3,5,7,8,1
2,4,10,3,9,1,4,3,3,4,0
2,4,9,2,9,1,3,3,4,4,0
2,5,9,2,9,1,3,4,5,5,0
2,5,9,3,9,2,3,3,3,4,0
2,6,9,2,9,1,4,3,4,5,0
2,5,9,3,8,2,3,3,5,5,0
2,2,2,2,4,8,2,5,7,9,1
2,1,2,3,4,6,3,5,7,9,1
2,1,2,2,4,6,2,5,8,9,1
2,1,2,2,4,6,2,5,8,8,1
2,1,2,3,4,6,2,5,8,9,2
2,2,2,2,4,6,2,6,7,9,1
2,5,9,3,9,2,4,4,4,5,1
2,4,9,3,9,1,3,4,4,6,1
2,2,2,2,5,6,3,6,8,8,0
2,2,2,3,4,7,3,5,7,9,1
2,4,9,2,10,1,3,4,4,5,0
2,1,2,1,5,7,2,5,7,9,1
2,6,10,3,9,1,4,3,4,5,0
2,3,2,3,5,7,3,5,8,8,1
2,5,10,3,9,2,4,4,4,4,0
2,2,2,1,5,8,3,5,7,9,1
2,3,2,3,5,7,2,6,7,9,1
2,5,10,3,10,2,3,4,4,5,0
2,7,2,10,4,7,3,8,7,5,5
2,2,2,2,5,7,2,7,6,9,1
2,4,10,2,9,2,4,3,4,5,1
2,1,1,2,5,7,2,5,7,8,2
2,5,10,3,9,1,3,4,4,5,1
2,2,2,2,6,6,2,6,8,9,1
2,5,9,2,9,1,3,3,4,4,0
2,5,9,2,9,1,3,4,4,5,0
2,1,3,2,5,7,2,5,7,9,1
2,1,2,3,4,6,2,5,8,9,2
2,5,9,3,9,2,4,4,4,5,0
2,2,2,2,5,7,3,5,8,9,1
2,2,1,3,5,7,4,5,7,9,1
3,5,10,2,9,2,3,4,4,4,0
3,4,9,3,9,1,4,4,4,5,0
3,5,10,3,9,1,4,4,4,4,0
3,4,9,2,9,1,4,4,4,5,0
3,5,10,2,9,1,3,3,4,5,-1
3,8,2,9,4,8,3,7,7,6,5
3,5,10,2,9,2,4,2,5,5,-1
3,5,10,3,9,2,3,3,4,5,0
3,5,10,2,9,2,4,4,4,5,0
3,5,10,3,10,1,3,3,3,5,1
3,4,9,3,9,2,2,3,4,5,1
3,5,9,2,9,1,4,4,4,5,0
3,5,9,3,9,1,3,3,4,5,1
3,4,10,3,9,1,3,4,5,5,1
3,5,9,3,10,1,3,3,4,4,1
3,4,10,3,9,1,3,3,4,4,0
3,5,10,3,9,2,4,3,5,5,0
3,5,10,3,8,1,3,3,4,4,1
3,4,9,2,10,2,3,3,4,5,0
3,4,9,3,8,1,2,4,4,5,1
3,5,9,2,9,2,3,4,4,4,0
3,5,10,3,9,1,3,4,5,5,0
3,5,10,2,8,1,3,3,4,4,0
3,6,9,2,9,2,4,4,4,5,0
3,4,10,2,9,2,4,4,4,5,1
3,5,10,2,9,2,3,4,4,4,0
3,5,10,3,8,2,3,3,4,5,1
3,5,10,2,8,2,4,4,4,5,0
3,5,9,2,8,1,3,4,3,5,0
3,5,11,3,10,2,4,3,4,4,-1
3,5,10,3,9,2,4,4,4,5,0
3,2,2,3,4,7,2,6,7,10,1
3,4,9,3,9,1,4,4,4,5,0
3,4,9,3,8,1,4,4,4,5,0
3,5,9,3,9,1,4,3,4,5,0
3,5,9,3,10,2,3,3,4,4,1
3,2,2,2,4,7,3,5,7,9,1
3,5,10,3,9,2,3,4,4,5,0
3,4,9,3,8,0,3,3,4,4,0
3,5,9,2,9,1,3,4,3,5,0
3,4,9,2,8,0,4,3,4,5,0
3,5,9,3,8,1,4,3,4,5,1
3,5,10,2,10,2,3,3,4,5,0
3,2,2,2,5,7,2,6,8,9,1
3,2,2,3,4,7,2,6,8,8,1
3,8,3,10,3,8,3,8,7,6,5
3,5,10,2,9,2,3,4,4,5,0
3,5,9,3,9,1,3,3,4,5,0
3,5,10,2,9,2,4,3,4,5,1
3,5,10,2,9,1,3,3,4,5,1
3,5,9,2,8,2,4,4,4,4,1
3,5,10,3,9,1,4,4,4,5,1
3,5,9,3,10,1,3,3,5,5,0
3,4,10,2,8,2,3,4,5,4,0
3,7,2,9,4,8,2,8,8,7,5
3,4,9,3,8,2,3,4,4,6,1
3,8,3,9,4,7,3,7,8,6,4
3,5,10,3,10,2,3,3,3,5,0
3,5,9,1,9,2,3,3,4,5,0
3,5,9,3,9,1,4,4,4,4,0
3,1,2,2,5,7,2,5,7,9,1
3,5,9,2,9,2,3,4,3,5,1
3,6,9,3,9,1,3,3,4,5,0
3,4,10,3,8,2,3,3,4,6,1
3,5,9,2,9,2,4,4,4,4,0
3,4,9,3,9,2,4,4,4,5,1
3,5,10,2,9,1,4,3,5,4,0
3,4,9,3,9,1,3,4,5,4,1
3,8,2,9,5,7,3,7,8,7,5
3,4,10,2,9,1,3,3,3,5,0
3,5,9,2,10,2,3,3,4,4,0
3,4,9,3,9,1,4,3,4,5,0
3,5,10,3,10,2,3,4,5,4,0
3,4,9,3,9,2,4,3,4,5,-1
3,5,9,2,9,2,4,4,4,4,0
3,1,2,3,5,7,2,5,7,9,1
3,5,9,2,9,1,3,3,4,5,0
3,5,10,2,9,1,3,4,4,5,0
3,4,9,2,9,1,3,3,3,5,0
3,2,2,3,5,6,3,6,7,9,1
3,5,10,3,9,2,4,4,4,5,1
3,5,10,2,8,0,2,4,4,5,0
3,5,10,4,9,1,4,3,4,5,1
3,7,3,9,4,8,2,7,7,7,5
3,5,10,3,9,2,3,3,4,5,-1
3,5,10,2,9,2,4,4,4,4,0
3,3,9,2,9,2,4,3,4,5,0
3,8,2,9,4,7,3,7,8,6,4
3,4,9,3,9,1,4,3,4,5,0
3,6,10,2,9,1,3,3,4,5,0
3,5,10,3,8,2,4,4,5,5,1
3,5,10,2,9,2,3,3,4,5,0
3,5,9,3,9,2,4,4,4,4,1
3,4,10,2,9,2,3,3,4,4,0
4,2,2,2,5,8,2,5,7,10,1
4,2,2,3,5,7,1,6,8,10,2
4,1,2,3,5,7,2,5,8,9,2
4,4,10,3,9,2,3,4,4,5,0
4,2,2,3,5,7,2,6,7,9,1
4,2,3,2,5,8,3,6,8,9,1
4,8,3,9,3,8,3,7,6,6,5
4,2,2,2,5,7,2,6,8,9,1
4,8,3,9,4,7,3,8,7,7,6
4,2,1,3,4,7,3,6,8,9,1
4,8,2,10,4,7,3,7,8,6,6
4,2,2,3,5,7,3,6,7,10,1
4,7,2,9,4,7,3,7,7,6,5
4,2,2,2,5,8,2,5,7,10,2
4,8,2,9,4,8,4,8,7,7,5
4,2,3,2,5,7,2,5,7,9,1
4,8,2,10,3,7,3,8,7,5,5
4,8,2,10,4,7,2,8,7,5,5
4,2,1,2,4,7,2,5,8,10,1
4,2,2,2,4,8,3,5,6,9,1
4,8,2,10,4,8,3,7,8,6,5
4,2,2,2,5,7,2,6,7,9,0
4,3,2,2,4,7,2,5,7,8,0
4,2,2,2,4,7,2,6,7,8,2
4,2,1,2,5,7,2,6,7,8,1
4,9,3,9,5,9,3,8,7,6,5
4,8,2,9,4,8,3,7,7,6,5
4,1,2,3,5,7,3,6,8,9,0
4,2,2,2,4,7,3,5,7,9,1
4,8,3,9,4,8,3,8,7,6,5
4,8,2,9,4,8,3,7,7,7,5
4,1,2,3,5,7,3,6,7,10,0
4,8,3,10,3,8,3,7,7,6,4
4,6,9,3,9,2,4,3,5,5,0
4,1,2,2,4,7,3,6,7,9,1
4,8,3,9,4,9,3,7,6,7,5
4,8,3,10,4,8,4,8,7,7,5
4,1,2,3,5,7,2,5,8,8,1
4,2,2,2,5,7,3,5,7,9,1
4,1,2,3,6,7,2,6,7,9,1
4,2,2,2,6,7,2,5,8,9,1
4,8,3,9,4,7,2,8,7,6,5
4,8,3,10,4,8,2,7,7,6,5
4,2,2,2,4,6,2,5,7,9,1
4,2,3,2,4,6,3,6,7,10,2
4,5,9,2,10,2,3,3,3,5,0
4,2,2,3,4,7,2,5,7,9,1
4,2,1,3,5,7,2,6,7,9,1
4,8,3,10,4,8,2,7,7,5,6
4,2,3,3,5,7,2,6,7,9,0
4,2,1,2,5,8,2,7,7,10,1
4,2,2,2,4,7,2,5,8,9,1
4,1,2,2,5,7,3,6,7,10,1
4,2,2,2,6,7,3,5,7,9,1
4,1,2,3,4,8,2,5,7,9,1
4,2,2,3,5,7,2,5,7,9,1
4,7,2,9,4,8,3,8,7,6,5
4,1,2,2,5,7,2,6,8,9,1
4,7,3,9,4,7,3,8,8,6,5
4,8,2,10,4,8,3,7,8,6,4
4,8,2,9,4,9,3,7,7,6,5
4,2,1,2,5,7,3,6,7,10,1
4,1,2,3,4,6,2,4,7,9,1
4,2,2,3,6,7,2,5,7,9,1
4,7,2,10,3,9,3,8,7,6,5
4,8,2,9,4,8,3,8,7,7,5
4,2,2,3,5,7,3,6,7,10,2
4,2,2,2,5,6,2,6,7,9,2
4,8,2,9,3,8,2,7,6,7,5
4,1,2,2,5,6,2,6,8,9,1
4,1,2,3,5,6,2,5,7,9,1
4,8,3,9,5,8,3,8,8,7,5
4,2,2,3,4,6,2,6,6,9,0
4,2,2,2,4,7,2,6,7,8,1
4,7,3,9,4,8,3,8,7,6,5
4,2,2,3,4,7,3,6,8,9,2
4,2,2,2,5,7,2,6,8,9,1
4,2,3,3,5,7,3,5,7,8,2
4,2,3,3,5,7,2,6,7,9,1
4,2,2,3,5,7,2,6,8,10,2
4,1,3,3,5,7,3,5,7,10,1
4,7,2,10,5,8,3,7,7,6,4
4,9,3,9,3,7,3,8,8,6,5
4,8,3,10,4,7,3,8,8,6,5
4,2,2,3,5,7,2,5,6,9,1
4,2,2,2,5,7,2,5,8,10,1
4,1,2,2,6,6,3,5,7,9,1
4,2,2,2,5,7,2,5,8,9,1
4,2,2,3,4,7,2,6,7,8,2
4,1,3,2,5,7,3,6,8,9,0
4,1,2,2,4,7,3,6,7,9,0
4,8,3,9,5,8,2,7,7,5,4
4,1,2,2,5,8,3,6,6,9,1
4,8,2,10,3,8,3,7,8,6,5
4,2,2,3,5,8,2,5,8,9,1
4,2,2,3,5,6,3,6,7,9,1
4,2,2,3,4,7,3,6,8,9,1
4,5,10,3,9,1,3,4,4,4,1
4,2,2,3,5,7,3,6,9,9,1
4,8,2,9,4,7,2,7,7,6,6
4,2,1,2,5,6,3,6,7,9,2
4,2,3,3,4,7,3,6,8,10,2
4,7,3,9,4,7,3,8,7,6,5
4,3,2,2,5,7,3,5,8,8,1
4,8,3,9,4,7,3,7,8,8,5
4,8,2,9,4,8,4,8,7,6,5
4,2,1,2,5,8,2,5,7,9,0
4,2,2,2,5,7,2,6,7,9,2
5,8,2,9,4,8,3,7,8,6,5
5,1,3,3,5,6,2,6,9,8,1
5,8,3,9,4,8,4,7,7,7,5
5,8,2,8,4,8,3,8,7,6,5
5,2,2,3,5,7,3,5,8,9,1
5,1,1,3,4,7,3,5,8,9,2
5,2,1,2,6,7,3,6,8,9,1
5,8,2,10,4,7,2,7,7,6,5
5,5,9,3,9,2,3,4,4,5,1
5,2,1,3,4,7,2,6,8,9,2
5,2,1,2,5,7,3,6,8,10,2
5,7,2,9,3,8,3,7,7,6,5
5,8,3,9,4,8,3,7,8,6,6
5,8,2,9,3,8,3,8,8,6,6
5,1,2,2,5,7,3,6,8,9,1
5,2,2,3,4,7,2,6,7,9,2
5,2,2,3,5,7,3,6,8,10,0
5,7,2,9,5,8,3,7,7,6,5
5,7,2,9,4,7,3,7,7,6,4
5,2,2,3,4,8,2,6,7,9,1
5,8,2,9,3,8,2,8,8,6,5
5,0,1,3,5,7,2,5,7,10,1
5,8,2,9,4,8,3,8,8,7,5
5,2,2,2,5,7,3,5,8,9,1
5,2,1,2,4,7,2,6,8,9,0
5,2,2,2,5,7,3,6,8,9,1
5,1,1,1,4,7,3,6,7,9,1
5,2,2,3,4,8,3,6,8,9,1
5,2,2,1,5,7,3,5,8,9,2
5,2,2,2,5,8,3,5,7,9,1
5,8,3,9,4,8,4,7,8,6,4
5,2,3,3,5,7,3,6,7,9,1
5,2,2,2,4,8,2,6,7,9,1
5,2,2,2,5,6,3,5,7,9,1
5,2,1,3,4,7,3,6,7,9,1
5,8,3,10,5,8,3,8,7,6,5
5,2,2,3,5,7,3,6,7,10,1
5,1,2,2,4,7,3,6,8,10,2
5,2,2,1,4,8,2,5,8,9,2
5,1,2,2,5,8,3,6,7,10,1
5,7,3,10,4,8,3,8,7,6,4
5,1,1,2,5,7,3,6,8,9,1
5,2,2,2,5,7,3,6,8,9,2
5,1,2,2,5,7,2,6,7,9,1
5,8,3,9,4,8,3,7,7,6,5
5,1,2,2,5,7,2,5,8,9,1
5,2,2,2,5,7,2,6,7,9,1
5,8,3,10,3,7,3,8,7,6,5
5,1,1,3,4,7,3,6,8,10,1
5,2,1,2,5,7,2,5,7,9,1
5,8,3,9,5,7,2,8,7,5,5
5,2,2,2,4,7,2,6,7,9,1
5,3,2,2,5,8,2,6,8,9,2
5,8,3,9,4,8,3,7,7,6,6
5,2,2,2,5,7,3,7,7,9,2
5,2,1,2,5,7,2,6,8,8,0
5,3,1,2,5,7,3,6,7,10,1
5,2,2,2,5,8,3,5,7,9,1
5,1,2,1,4,8,3,5,7,9,1
5,1,2,3,5,7,2,5,8,10,1
5,1,2,2,5,7,3,5,7,9,1
5,2,2,3,5,7,2,5,8,9,1
5,2,1,3,4,8,3,6,7,8,1
5,3,3,2,5,7,3,5,8,9,1
5,2,2,3,4,7,3,6,7,9,1
5,8,3,10,3,8,3,8,8,6,5
5,1,2,2,4,7,3,6,7,8,2
5,1,1,2,5,7,3,5,7,9,1
5,2,2,2,5,7,3,5,7,8,2
5,1,2,3,4,7,3,5,8,9,1
5,2,2,3,5,8,2,6,8,8,1
5,2,2,3,6,7,2,6,8,9,2
5,1,1,3,5,8,3,6,7,9,1
5,1,2,2,5,6,2,6,8,9,1
5,4,9,3,9,1,3,3,4,5,0
5,1,2,3,5,7,3,6,7,9,1
5,7,3,10,4,7,3,7,7,6,5
5,1,2,2,5,7,3,6,7,9,2
5,8,3,9,4,7,3,7,7,6,5
5,2,1,2,4,7,2,6,8,9,2
5,1,1,2,5,7,3,6,7,9,2
5,2,2,2,5,7,3,6,7,9,2
5,1,2,2,5,7,2,5,7,10,2
5,3,2,2,4,7,3,6,7,9,1
5,8,2,10,3,8,3,7,8,6,5
5,2,1,3,5,7,2,6,8,9,1
5,8,3,9,4,8,3,7,7,6,5
5,8,2,10,4,8,3,7,8,7,5
5,9,3,9,5,8,3,7,8,6,6
5,2,2,1,4,7,3,5,7,10,2
5,2,2,2,5,6,2,5,8,9,1
5,9,3,9,3,8,3,8,8,6,5
5,2,2,2,5,7,2,6,8,10,1
5,1,2,3,5,7,3,6,7,9,1
5,2,2,2,5,7,2,5,7,9,1
5,8,2,9,3,8,3,7,8,6,5
5,5,10,2,9,1,3,3,3,4,1
5,1,2,3,4,7,3,5,8,10,1
5,2,2,2,5,7,2,5,7,9,1
6,8,2,10,4,7,3,7,7,5,5
6,5,9,3,10,1,4,4,4,4,0
6,8,2,10,3,7,3,6,8,6,4
6,8,2,8,4,7,3,7,8,6,5
6,4,10,3,10,2,4,4,4,4,0
6,8,3,10,4,8,3,8,7,6,5
6,5,10,2,9,1,3,4,4,5,0
6,8,2,10,4,8,4,8,7,7,5
6,5,9,3,9,1,3,4,4,5,0
6,4,10,3,9,2,4,3,4,4,1
6,5,9,2,9,1,3,3,4,4,0
6,5,10,2,9,2,3,3,4,5,1
6,4,9,3,9,1,4,3,4,5,0
6,4,10,3,9,1,4,3,4,5,0
6,7,3,9,4,7,3,8,7,6,5
6,5,9,4,9,1,3,4,3,5,0
6,4,9,2,10,2,4,4,4,5,0
6,4,9,3,9,2,3,3,4,4,0
6,5,10,3,9,2,4,4,5,5,0
6,5,10,2,9,1,3,3,4,5,1
6,9,3,9,4,8,3,7,7,6,5
6,4,10,3,9,2,3,4,4,4,0
6,7,3,9,3,7,4,7,7,5,5
6,5,10,3,10,2,4,3,4,5,1
6,5,10,3,9,1,4,4,5,5,0
6,8,3,10,4,7,3,8,7,6,5
6,5,10,3,10,1,3,3,3,6,0
6,4,10,3,9,2,4,3,4,5,1
6,4,9,2,9,1,3,4,5,5,0
6,5,10,2,9,2,4,4,4,5,0
6,6,9,3,9,1,4,4,4,4,0
6,8,3,10,4,8,2,8,8,6,4
6,6,10,3,9,1,4,3,3,5,1
6,8,2,9,4,8,2,7,7,6,5
6,9,3,9,4,8,3,7,7,6,5
6,8,3,9,4,7,4,7,7,6,6
6,5,9,3,9,2,3,3,4,4,1
6,5,9,2,9,2,3,4,4,5,1
6,5,10,2,9,2,4,3,4,5,1
6,8,2,10,4,8,3,8,7,6,4
6,5,9,3,9,1,4,4,3,5,0
6,4,9,2,9,2,4,4,4,5,0
6,7,2,9,3,6,3,7,8,6,5
6,5,9,2,9,1,3,3,4,5,0
6,5,9,3,8,2,3,3,5,5,1
6,5,10,3,9,1,3,4,4,5,0
6,8,2,10,3,8,3,8,8,6,6
6,9,3,10,4,8,3,7,7,7,6
6,5,9,3,9,1,3,4,4,5,0
6,8,2,9,4,8,3,7,7,6,5
6,9,2,9,4,8,3,8,7,6,4
6,8,3,10,5,8,3,7,7,7,5
6,4,9,3,9,1,3,4,4,5,0
6,8,2,10,4,8,3,8,7,6,5
6,5,9,2,10,2,3,3,4,4,0
6,5,9,2,9,2,3,3,3,5,0
6,8,2,10,3,7,3,7,7,7,5
6,7,3,10,4,7,3,7,7,6,5
6,5,10,3,9,1,3,4,5,4,1
6,7,3,9,4,8,3,8,6,6,5
6,8,3,9,4,8,4,7,7,6,4
6,5,9,3,10,2,4,3,4,5,0
6,4,9,3,9,1,3,4,4,5,0
6,5,10,2,9,2,3,4,5,5,1
6,7,2,9,4,7,3,7,7,6,4
6,5,10,2,9,1,2,4,4,4,0
6,5,10,2,8,1,3,3,4,4,0
6,7,2,9,3,8,4,7,8,6,5
6,5,9,2,10,3,4,3,4,5,1
6,9,3,10,4,7,3,8,7,6,5
6,5,9,3,9,2,3,4,4,5,0
6,6,9,3,9,1,4,4,3,5,0
6,4,10,3,9,2,4,4,4,5,0
6,4,9,3,9,1,4,3,4,5,0
6,4,9,3,9,1,4,3,5,5,0
6,5,10,2,10,1,3,3,4,5,0
6,2,1,2,5,7,2,7,8,9,1
6,7,2,10,4,8,3,8,7,6,4
6,2,2,2,6,7,3,5,7,9,1
6,5,9,4,9,2,3,3,4,4,1
6,9,2,9,4,8,3,7,7,6,5
6,5,9,3,9,2,3,4,4,4,1
6,8,3,9,4,7,3,7,7,6,4
6,8,2,9,3,7,3,8,7,6,5
6,5,9,3,9,2,3,4,4,5,0
6,7,3,10,4,9,3,7,7,6,5
6,7,2,9,4,8,3,7,7,7,4
6,4,9,2,9,1,4,3,4,5,0
6,5,8,3,9,1,3,4,4,4,0
6,5,10,3,9,1,4,3,5,5,0
6,5,9,2,10,1,3,4,4,5,0
6,4,9,3,10,2,3,4,5,5,1
7,5,9,2,9,1,4,4,5,4,0
7,5,10,2,9,2,4,3,4,5,1
7,7,2,10,4,8,2,7,8,6,5
7,5,10,3,9,2,4,4,4,5,0
7,4,9,3,9,2,4,4,4,5,1
7,4,10,3,10,2,3,4,4,4,1
7,6,9,2,9,1,4,4,4,4,0
7,4,9,2,9,1,4,4,4,5,0
7,5,10,2,8,1,3,3,4,4,1
7,5,10,3,9,1,3,4,4,5,0
7,5,9,3,9,2,3,4,4,4,0
7,8,3,10,4,7,3,8,7,5,5
7,5,10,2,8,1,4,3,4,5,0
7,8,3,9,4,7,3,8,7,6,5
7,5,10,2,9,2,2,4,4,5,-1
7,5,9,2,9,2,3,4,4,5,1
7,9,2,9,4,7,3,8,7,6,5
7,8,3,9,3,7,3,7,7,6,5
7,2,1,1,5,7,2,6,7,9,2
7,8,3,10,5,8,3,8,7,5,5
7,5,9,3,9,2,4,3,4,5,0
7,5,9,3,9,2,3,4,4,5,1
7,5,9,2,9,2,3,4,4,4,0
7,5,10,2,9,2,3,4,4,4,0
7,8,3,10,4,8,3,8,7,5,5
7,5,10,3,9,1,2,3,4,5,0
7,5,9,3,9,1,4,3,3,5,0
7,8,3,10,4,7,4,8,8,6,5
7,5,9,3,9,1,3,4,5,5,0
7,8,2,9,4,7,3,7,7,6,4
7,9,3,10,4,8,3,7,7,6,5
7,4,10,2,10,1,3,4,4,5,0
7,4,9,2,9,2,4,4,4,4,0
7,5,9,3,9,1,3,4,4,4,1
7,5,10,3,9,1,4,4,4,5,1
