gid,v1,v2,v3,v4,v5
3,2,3,2,5,3
3,2,3,3,6,2
3,2,3,3,5,4
3,2,3,2,5,3
3,2,3,3,5,3
3,1,3,1,4,5
3,2,4,3,4,2
3,2,4,3,6,3
3,2,3,2,4,3
3,2,3,2,5,3
3,2,4,2,5,3
3,2,3,3,5,3
3,4,5,2,2,6
3,2,3,3,6,3
3,2,4,3,5,4
3,2,4,3,4,3
3,4,5,2,2,4
3,2,3,2,6,3
3,3,3,3,4,3
3,2,3,3,5,3
3,4,5,3,2,5
3,2,3,2,5,4
3,2,4,2,5,4
3,2,4,3,4,2
3,2,3,3,5,3
3,2,4,1,2,5
3,1,3,3,6,2
3,2,4,3,5,3
3,2,3,3,5,3
3,1,4,3,5,3
3,1,4,3,5,4
3,2,4,3,5,4
3,0,4,3,5,3
3,2,3,3,5,3
3,2,3,3,4,4
3,3,3,2,5,4
3,3,4,2,4,3
3,5,4,3,2,5
3,2,3,3,5,3
3,2,3,3,5,2
3,1,4,3,5,3
3,2,3,2,5,3
3,2,3,2,5,4
3,2,3,1,5,5
3,4,5,3,2,4
3,2,3,2,5,3
3,3,3,3,5,3
3,2,3,3,5,4
3,2,3,2,5,4
3,2,4,3,5,2
3,1,3,3,5,2
3,2,4,3,5,3
3,2,3,3,5,3
3,2,4,2,5,3
3,2,3,3,5,3
3,1,4,2,5,3
3,3,4,3,4,3
3,2,3,3,4,3
3,2,4,3,4,3
3,2,4,2,3,4
3,1,3,3,5,3
3,2,3,3,4,3
3,2,3,3,5,2
3,2,3,2,5,3
3,2,4,3,4,2
3,2,4,3,5,2
3,2,3,2,5,3
3,2,3,2,5,3
3,3,3,3,5,3
3,2,3,3,4,3
3,2,3,3,5,2
3,2,3,3,5,3
3,1,4,2,5,3
3,5,4,2,2,5
3,1,4,3,5,4
3,1,3,2,5,4
3,3,4,2,5,3
3,2,4,2,5,3
3,1,3,3,5,4
3,2,4,3,5,3
3,5,5,3,2,5
3,2,3,2,5,4
3,2,3,3,5,3
3,2,4,3,5,3
3,2,4,3,5,3
3,2,3,3,5,3
3,1,3,2,4,3
3,1,3,3,5,3
3,2,3,3,5,3
3,2,4,2,5,3
3,2,4,2,5,2
3,2,3,2,4,4
3,2,3,3,5,3
4,4,5,3,2,5
4,1,3,2,3,4
4,3,4,2,5,3
4,1,3,2,5,3
4,4,5,2,2,6
4,1,4,2,3,5
4,4,5,2,0,5
4,4,4,2,2,5
4,5,5,3,2,6
4,2,3,2,5,3
4,4,5,3,2,5
4,2,4,3,5,3
4,2,4,3,5,4
4,2,3,2,5,2
4,3,4,3,5,3
4,4,4,3,2,5
4,2,3,2,5,3
4,5,4,3,1,5
4,3,3,2,5,3
4,2,3,3,5,4
4,2,4,3,5,3
4,5,4,2,2,5
4,2,3,3,5,3
4,2,3,2,5,4
4,4,4,3,2,4
4,3,4,3,6,3
4,4,5,3,1,4
4,2,3,3,5,3
4,5,5,2,1,5
4,2,3,3,5,3
4,2,3,3,5,4
4,2,4,3,4,3
4,2,3,4,5,3
4,4,4,2,1,6
4,3,3,2,5,3
4,5,4,2,2,5
4,2,4,2,4,3
4,2,4,2,5,3
4,5,4,3,2,5
4,0,4,2,3,5
4,1,3,4,5,3
4,5,5,2,1,5
4,2,4,1,3,4
4,2,4,4,5,3
4,2,4,3,4,4
4,2,3,2,5,3
4,2,3,3,5,3
4,5,3,2,1,5
4,5,4,3,2,5
4,2,5,1,4,5
4,5,5,3,2,5
4,2,4,3,5,3
4,3,3,2,5,4
4,2,4,1,3,5
4,2,3,2,5,3
4,4,5,3,2,5
4,5,4,3,2,5
4,2,3,2,5,3
4,5,5,3,2,4
4,3,4,2,5,3
4,2,4,2,5,3
4,2,3,3,5,3
4,2,4,3,5,3
4,5,4,2,2,5
4,1,3,2,4,4
4,4,5,3,1,6
4,1,3,1,3,4
4,2,5,3,6,3
4,5,5,2,2,5
4,3,4,3,6,2
4,2,3,3,5,3
4,2,4,4,5,2
4,3,3,3,4,2
4,5,5,3,1,5
4,2,4,3,4,3
4,2,3,2,4,3
4,2,4,1,3,5
4,2,3,3,5,3
4,2,3,3,4,3
4,2,4,2,4,3
4,2,3,3,5,3
4,3,4,3,6,4
4,4,4,3,1,5
4,2,3,2,6,3
4,2,3,3,5,3
4,2,3,3,5,3
4,2,3,2,5,4
4,5,5,2,2,6
4,5,5,3,1,5
4,2,3,2,5,4
4,2,3,2,5,3
4,2,3,3,5,3
4,1,3,1,3,4
4,1,3,3,6,2
4,5,4,2,2,4
4,2,4,3,5,3
4,2,4,3,5,3
4,5,5,3,2,5
4,3,3,3,5,4
4,2,3,3,5,4
4,5,5,2,1,5
4,2,3,3,6,3
4,2,3,3,5,3
4,5,4,3,2,5
4,2,4,2,5,3
4,5,5,3,2,4
4,2,3,3,5,3
4,2,4,3,5,3
4,2,3,3,5,3
4,2,3,2,5,3
4,2,4,2,5,4
5,5,5,3,2,6
5,1,3,1,2,5
5,4,5,2,2,5
5,5,4,3,2,4
5,1,4,2,3,4
5,1,4,1,3,4
5,1,3,1,4,6
5,5,4,3,2,5
5,4,5,3,2,5
5,2,3,1,2,5
5,2,4,1,3,4
5,2,4,1,3,5
5,5,4,3,2,5
5,4,4,3,2,5
5,2,4,1,3,5
5,2,3,3,5,2
5,4,5,3,1,5
5,2,3,1,3,4
5,1,4,1,3,5
5,1,4,2,4,5
5,6,5,2,2,5
5,2,4,1,4,5
5,4,5,3,1,5
5,4,6,1,2,5
5,1,4,2,3,5
5,2,3,2,3,5
5,1,4,1,3,5
5,4,5,3,2,5
5,2,5,2,4,4
5,2,4,2,3,4
5,1,4,0,2,5
5,2,4,1,3,6
5,6,5,2,2,5
5,2,3,1,3,5
5,5,5,3,1,5
5,1,4,2,2,5
5,1,3,2,3,4
5,1,4,2,3,5
5,1,3,1,3,4
5,1,4,2,3,5
5,1,4,1,3,5
5,2,4,1,3,6
5,1,4,2,4,5
5,1,4,1,4,5
5,1,4,2,3,5
5,5,5,3,2,5
5,1,4,1,3,5
5,1,3,2,3,4
5,4,4,3,2,5
5,1,4,1,2,5
5,1,4,1,3,5
5,1,4,1,3,5
5,2,4,1,3,5
5,5,5,3,2,5
5,2,4,1,4,5
5,1,4,1,3,5
5,2,3,2,3,4
5,1,4,2,3,5
5,1,3,1,3,4
5,1,3,1,3,5
5,2,3,1,4,4
5,1,4,1,4,4
5,2,4,1,4,4
5,1,4,1,3,5
5,1,3,2,3,4
5,6,5,3,2,5
5,5,5,3,2,5
5,4,4,2,2,5
5,5,4,2,2,5
5,4,5,2,2,5
5,1,5,2,4,5
5,0,4,2,3,5
5,1,3,1,4,5
5,1,3,1,3,5
5,2,4,1,4,5
5,5,5,2,2,5
5,2,4,2,4,5
5,1,3,1,3,6
5,4,5,2,1,5
5,2,4,1,3,5
5,4,4,2,1,5
5,4,5,2,1,4
5,1,3,1,4,5
5,5,4,3,2,5
5,2,4,1,3,4
5,1,3,2,3,4
5,2,4,1,3,4
5,1,4,1,3,4
5,2,4,1,4,5
5,5,5,4,2,4
5,1,3,1,3,5
5,5,6,3,1,5
5,1,3,2,3,5
5,1,4,1,4,5
5,1,4,2,3,4
5,2,4,1,2,5
5,1,4,1,3,5
5,1,4,1,3,5
5,2,5,1,3,4
5,1,3,1,3,5
5,1,4,2,4,4
5,2,4,1,4,5
5,2,4,2,3,5
6,5,5,3,1,5
6,2,3,4,5,2
6,2,3,3,5,3
6,2,4,2,5,3
6,5,3,2,2,4
6,5,5,2,2,5
6,5,5,3,1,6
6,2,3,3,5,4
6,2,3,2,5,3
6,2,3,3,4,3
6,2,4,2,5,4
6,2,3,3,4,3
6,2,4,3,5,3
6,5,5,2,1,5
6,5,5,2,2,5
6,2,4,2,4,3
6,2,4,3,4,3
6,2,4,2,5,4
6,1,4,1,3,4
6,2,3,2,4,4
6,3,4,3,5,3
6,3,4,3,5,4
6,5,4,3,2,5
6,5,5,3,1,5
6,2,3,1,3,5
6,2,3,3,4,3
6,5,5,2,1,5
6,2,3,3,5,3
6,2,4,3,4,2
6,1,3,2,4,3
6,1,3,2,5,3
6,2,3,3,5,4
6,5,5,2,1,5
6,2,3,2,5,3
6,2,3,4,6,3
6,1,3,3,5,3
6,2,3,3,5,3
6,1,3,2,4,3
6,2,4,3,6,3
6,4,5,3,1,5
6,2,3,2,5,3
6,2,2,2,6,3
6,5,5,3,2,5
6,2,4,3,5,3
6,2,3,2,6,3
6,2,3,3,6,3
6,2,3,3,5,4
6,2,4,3,4,3
6,2,3,3,5,3
6,2,4,3,6,3
6,2,3,3,5,2
6,5,5,3,2,5
6,6,5,2,1,5
6,2,2,3,5,4
6,4,4,2,1,6
6,4,5,3,2,5
6,2,3,3,5,4
6,4,4,2,2,5
6,2,3,3,5,3
6,2,4,1,3,5
6,2,3,3,4,3
6,2,4,3,5,2
6,6,5,2,0,5
6,2,3,2,5,3
6,5,5,2,2,5
6,3,2,3,5,3
6,5,5,2,2,5
6,5,4,3,2,5
6,5,5,3,1,5
6,2,3,3,5,3
6,2,4,2,5,4
6,5,5,2,2,5
6,5,5,2,2,5
6,5,4,4,1,5
6,1,3,3,5,3
6,2,3,2,5,3
6,5,5,2,2,5
6,2,4,1,3,4
6,2,3,2,6,2
6,2,4,3,5,3
6,2,4,3,5,3
6,3,3,3,4,3
6,2,4,3,4,3
6,2,3,2,6,3
6,1,3,3,5,3
6,2,4,2,3,5
6,1,3,2,5,3
6,2,4,2,4,3
6,2,4,3,5,3
6,4,5,3,2,5
6,5,5,3,1,5
6,2,3,2,4,2
6,4,5,3,2,4
6,4,5,3,2,6
6,4,4,2,1,4
6,4,5,3,1,5
6,2,3,2,5,3
6,2,4,3,5,3
6,1,5,2,5,4
6,3,4,3,4,4
6,5,5,3,1,5
7,1,4,1,3,5
7,2,3,1,4,5
7,1,3,1,3,5
7,2,4,1,3,5
7,5,5,3,1,4
7,4,5,3,2,4
7,1,3,1,3,5
7,2,3,2,4,5
7,5,5,2,1,5
7,5,5,3,2,5
7,1,4,1,4,5
7,5,4,2,1,5
7,2,4,2,3,5
7,1,3,2,3,4
7,5,5,2,1,5
7,1,3,2,4,5
7,5,5,3,2,5
7,5,5,3,2,6
7,5,5,3,1,5
7,1,4,2,3,6
7,1,3,1,3,5
7,5,4,2,1,5
7,1,4,1,3,5
7,1,4,1,4,5
7,1,4,1,4,5
7,2,3,3,5,2
7,5,5,2,2,5
7,3,4,2,3,5
7,1,4,2,4,5
7,1,4,2,3,5
7,1,4,1,4,5
7,2,3,2,6,3
7,2,3,2,3,5
7,1,4,1,3,6
7,2,4,1,3,4
7,5,4,3,2,4
7,4,4,3,1,5
7,2,3,1,2,5
7,2,4,2,3,5
7,2,4,2,3,6
7,2,4,2,4,5
7,1,4,1,3,5
7,1,4,1,3,5
7,1,5,1,3,5
7,1,4,1,4,5
7,2,4,1,3,5
7,5,5,2,1,5
7,5,4,3,1,5
7,5,5,3,2,6
7,0,3,2,3,5
7,1,3,1,3,5
7,5,5,2,2,5
7,4,5,2,2,5
7,4,5,3,1,6
7,4,5,3,1,5
7,2,4,1,3,5
7,4,5,2,1,5
7,5,5,2,2,6
7,1,4,1,3,5
7,6,5,3,1,5
7,3,3,3,5,3
7,4,5,2,2,5
7,2,4,2,4,5
7,2,3,2,4,4
7,1,4,2,4,4
7,5,5,2,2,4
7,4,5,3,1,5
7,4,4,2,1,5
7,1,3,1,4,5
7,1,4,1,3,5
7,5,5,3,2,5
7,5,5,3,1,5
7,5,5,2,1,5
7,2,4,1,4,4
7,1,4,2,4,4
7,4,5,3,2,6
7,1,4,1,3,5
7,5,4,3,1,5
7,1,4,1,4,5
7,1,4,1,3,4
7,5,5,3,2,5
7,1,4,1,3,5
7,1,4,2,3,5
7,2,4,1,4,5
7,1,3,2,4,5
7,2,4,1,3,5
7,1,4,1,4,5
7,4,6,2,1,5
7,1,3,1,4,5
7,1,3,2,3,5
7,5,5,4,1,5
7,1,4,1,3,5
7,5,5,3,2,5
7,4,5,2,2,6
7,1,5,2,3,4
7,2,4,1,4,5
7,2,4,2,4,4
7,2,4,1,4,5
8,5,5,2,2,5
8,1,3,3,5,3
8,4,4,2,2,5
8,2,3,3,4,3
8,5,4,2,2,4
8,2,3,2,4,3
8,2,3,3,5,3
8,2,3,2,5,3
8,2,3,3,5,2
8,2,3,4,5,3
8,1,4,3,4,3
8,4,5,3,1,4
8,5,5,2,1,5
8,2,3,3,5,4
8,2,4,3,4,3
8,1,4,2,5,2
8,2,3,2,5,3
8,2,3,3,5,3
8,5,5,3,2,6
8,2,3,3,5,3
8,4,5,2,1,5
8,2,3,3,4,3
8,2,4,3,5,3
8,5,5,3,1,6
8,4,4,3,2,6
8,1,4,2,5,3
8,2,3,3,5,4
8,2,3,2,5,3
8,5,5,2,1,5
8,2,3,2,5,2
8,4,5,3,2,5
8,5,4,2,1,6
8,1,4,2,4,4
8,2,3,3,5,3
8,2,4,3,4,3
8,2,4,3,5,3
8,2,3,3,6,3
8,4,5,2,2,4
8,1,3,2,5,3
8,5,5,3,1,4
8,4,4,2,2,5
8,2,3,2,5,3
8,2,4,2,5,3
8,3,4,2,5,4
8,2,4,3,5,3
8,4,5,3,2,6
8,5,4,2,2,5
8,2,3,3,4,3
8,2,3,3,5,3
8,2,4,3,5,3
8,2,3,3,5,3
8,2,3,3,5,4
8,5,4,2,2,5
8,6,5,2,2,5
8,3,3,3,5,3
8,2,3,2,5,3
8,4,5,2,1,4
8,2,4,3,5,3
8,4,5,3,2,5
8,2,3,3,5,3
8,1,4,2,6,3
8,3,4,3,5,3
8,2,4,2,5,3
8,4,5,2,1,5
8,3,3,3,4,3
8,4,4,2,2,5
8,1,3,3,5,4
8,2,3,2,5,3
8,2,4,3,5,2
8,3,4,2,5,4
8,4,5,2,2,5
8,2,3,3,5,2
8,2,4,2,5,3
8,2,3,3,5,4
8,2,4,2,6,3
8,5,5,2,2,5
8,2,2,3,5,4
8,2,3,3,5,2
8,5,5,3,2,5
8,6,5,2,0,4
8,2,3,3,5,3
8,4,5,3,2,4
8,4,6,3,2,5
8,5,5,3,2,5
8,5,5,3,2,5
8,3,2,3,5,3
8,2,3,3,4,3
8,1,4,2,5,3
8,5,5,3,2,5
8,4,5,2,1,5
8,3,3,3,5,3
9,1,4,1,3,5
9,2,4,1,3,4
9,4,5,3,2,4
9,2,3,3,6,3
9,1,3,2,2,6
9,1,4,1,3,6
9,2,4,1,4,4
9,5,5,2,2,5
9,2,3,1,3,5
9,2,4,1,3,5
9,1,4,1,3,5
9,2,4,1,3,4
9,5,5,3,2,5
9,1,3,1,3,5
9,4,5,3,2,6
9,1,3,1,3,4
9,4,5,2,2,5
9,1,4,1,3,4
9,1,4,1,3,4
9,5,6,2,1,5
9,2,5,2,3,4
9,1,4,2,3,5
9,2,4,3,3,5
9,2,3,2,3,5
9,1,4,1,3,5
9,2,4,2,4,5
9,4,5,3,1,5
9,1,3,1,3,5
9,2,4,2,4,3
9,5,5,3,1,4
9,2,4,2,3,5
9,5,4,2,2,5
9,5,5,2,2,4
9,5,4,2,1,5
9,1,4,1,4,5
9,1,4,1,2,5
9,1,4,1,3,5
9,1,4,2,4,5
9,2,3,0,4,4
9,4,5,3,1,5
9,2,4,2,3,5
9,1,4,2,3,4
9,5,4,2,2,5
9,4,4,2,3,5
9,1,4,1,3,4
9,1,3,1,3,5
9,1,4,2,4,5
9,3,4,2,5,3
9,2,3,1,3,5
9,2,4,1,3,5
9,1,3,2,3,5
9,2,4,2,3,5
9,1,4,1,3,5
9,4,5,2,2,5
9,5,4,2,1,5
9,1,4,1,3,5
9,1,3,0,3,4
9,4,5,2,1,5
9,1,3,1,3,4
9,5,4,4,1,5
9,1,4,2,3,5
9,2,4,2,4,5
9,5,4,2,1,4
9,1,3,2,3,4
9,2,3,1,4,5
9,2,5,1,3,5
9,5,4,1,2,5
9,2,3,1,3,5
9,1,3,2,4,5
9,2,3,2,3,4
9,1,4,0,4,4
9,2,4,1,2,5
9,1,4,2,3,4
9,5,5,3,2,5
9,1,4,2,4,4
9,6,4,3,1,5
9,5,5,3,3,5
9,2,4,1,2,5
9,1,4,1,2,5
9,5,5,2,2,5
9,5,5,3,2,4
9,2,4,1,3,5
9,2,4,1,3,5
9,1,4,2,4,5
9,1,3,2,4,5
9,2,4,2,3,5
9,4,5,2,1,4
9,2,3,2,5,3
9,1,4,1,4,4
9,1,4,1,4,5
9,1,4,2,3,4
9,1,3,1,3,5
9,1,4,2,3,4
10,5,5,3,1,5
10,5,6,2,2,5
10,4,5,3,2,4
10,6,5,3,1,5
10,4,5,3,2,5
10,2,3,3,5,3
10,2,4,2,5,3
10,4,4,3,2,5
10,2,2,3,4,3
10,5,4,2,2,5
10,1,4,1,4,5
10,2,4,3,4,3
10,2,4,3,5,3
10,2,3,2,5,2
10,2,3,3,5,3
10,3,4,3,6,3
10,5,5,3,2,5
10,2,4,2,6,3
10,2,3,2,5,3
10,3,3,3,5,4
10,4,5,3,2,4
10,1,3,2,4,3
10,2,3,3,5,3
10,1,3,2,5,3
10,2,3,3,4,3
10,2,3,3,4,2
10,5,5,3,1,6
10,2,3,3,6,3
10,1,2,3,5,3
10,2,3,3,5,3
10,5,5,2,2,5
10,5,5,2,2,5
10,5,5,3,1,5
10,1,3,3,4,3
10,2,4,2,5,3
10,2,4,3,5,2
10,2,3,3,5,3
10,4,5,3,1,5
10,5,5,3,2,6
10,2,4,2,5,3
10,2,4,2,5,3
10,6,5,3,1,5
10,2,3,2,5,3
10,2,4,1,3,5
10,3,3,2,5,3
10,2,3,3,4,4
10,2,3,2,5,3
10,5,5,2,1,5
10,2,3,2,6,3
10,3,4,2,5,3
10,1,3,1,3,4
10,4,5,3,2,4
10,2,4,4,4,2
10,2,3,3,5,3
10,2,3,3,4,3
10,2,3,3,5,2
10,2,3,3,6,4
10,1,3,3,4,3
10,2,3,2,6,4
10,3,3,3,5,3
10,4,5,3,2,6
10,3,3,3,4,3
10,2,3,3,5,3
10,2,3,3,4,3
10,4,5,2,1,6
10,4,5,3,2,5
10,2,3,2,5,3
10,4,5,2,2,5
10,2,3,3,5,3
10,5,5,3,2,5
10,2,3,2,4,4
10,4,6,2,2,5
10,5,4,2,2,5
10,2,3,3,6,3
10,2,3,3,5,2
10,1,3,3,5,3
10,5,5,2,2,5
10,2,3,3,5,3
10,1,3,2,5,4
10,2,3,2,5,3
10,3,4,3,5,3
10,1,4,2,5,3
10,5,5,3,1,5
10,2,4,3,5,4
10,2,3,2,5,3
10,2,4,2,4,3
10,2,3,3,6,4
10,6,5,4,2,5
10,2,3,2,4,2
10,5,5,3,1,5
10,5,5,3,2,5
10,4,4,3,1,5
10,5,5,2,1,5
10,1,3,3,5,3
10,2,3,2,5,3
10,4,5,3,2,5
10,2,3,3,4,3
10,5,5,2,1,5
10,4,5,2,1,6
10,1,4,3,6,4
10,4,5,3,1,5
10,1,4,2,3,5
10,2,4,3,5,4
10,4,5,2,2,5
10,5,5,3,2,5
11,2,4,3,5,3
11,3,3,3,5,3
11,5,4,3,2,5
11,2,3,2,6,3
11,5,6,2,2,5
11,1,4,1,4,6
11,2,3,3,4,2
11,2,4,3,5,3
11,2,3,3,5,3
11,2,4,3,5,3
11,2,3,2,4,4
11,4,5,2,2,5
11,3,4,2,5,3
11,4,5,3,1,5
11,2,3,3,5,3
11,2,3,3,5,4
11,5,5,2,1,5
11,1,3,3,5,3
11,4,5,2,1,4
11,1,4,2,5,3
11,2,2,2,5,3
11,5,4,3,2,5
11,2,4,4,5,2
11,4,5,3,2,5
11,3,3,3,4,3
11,2,3,3,5,3
11,1,4,3,5,3
11,3,3,4,5,3
11,2,4,2,5,2
11,4,5,2,2,4
11,2,4,3,5,3
11,4,6,2,1,5
11,5,6,2,1,5
11,2,4,2,4,3
11,2,4,2,5,3
11,5,6,3,2,6
11,2,3,3,5,3
11,5,6,2,1,5
11,2,4,3,5,4
11,2,4,2,5,3
11,5,5,2,2,5
11,2,3,2,4,3
11,5,5,2,2,4
11,4,5,3,1,5
11,5,4,2,1,6
11,4,5,3,2,6
11,5,4,3,2,5
11,2,3,3,5,2
11,1,3,2,5,3
11,3,4,2,5,3
11,4,5,2,2,5
11,2,3,3,6,2
11,2,3,3,5,3
11,5,4,2,1,5
11,2,4,2,5,3
11,2,2,2,4,3
11,2,3,3,4,2
11,2,3,3,5,3
11,5,5,4,1,5
11,5,5,2,1,6
11,2,4,2,5,2
11,5,5,2,1,5
11,2,3,3,5,3
11,6,5,3,2,5
11,2,3,2,5,3
11,5,5,2,2,5
11,2,4,3,6,3
11,2,4,3,5,3
11,2,3,3,5,3
11,2,3,2,5,3
11,2,4,1,3,5
11,2,3,3,5,3
11,1,4,3,4,3
11,2,3,2,5,3
11,3,3,2,5,4
11,2,4,3,5,3
11,1,3,2,4,3
11,2,4,2,4,3
11,1,3,3,5,3
11,5,5,3,1,4
11,2,4,3,6,3
11,5,5,3,2,5
11,5,4,2,2,5
11,5,5,3,1,6
11,1,3,3,5,4
11,2,3,2,5,3
11,1,4,3,5,3
11,5,5,3,2,4
11,4,4,2,1,5
11,2,4,3,6,3
11,1,3,3,5,3
11,2,4,3,4,3
11,4,5,2,0,5
11,2,3,3,5,4
11,5,5,2,1,5
11,3,3,3,5,3
11,2,3,4,5,3
11,2,4,3,5,3
11,5,5,3,1,5
11,2,4,2,5,4
11,5,5,2,2,5
11,2,4,3,5,3
11,2,2,3,5,4
11,5,5,2,2,6
11,4,5,2,2,5
11,2,3,3,5,4
11,2,2,2,5,3
11,2,3,2,5,3
11,5,4,2,1,6
11,5,5,2,2,5
11,5,5,2,1,5
11,2,4,2,5,3
11,6,4,3,2,4
11,5,5,2,2,6
11,3,4,2,4,4
12,2,4,1,4,5
12,2,4,2,4,5
12,1,4,1,3,4
12,2,3,1,3,5
12,2,3,2,3,6
12,1,4,2,3,5
12,6,4,3,2,5
12,2,4,1,3,5
12,1,4,1,3,4
12,1,4,1,3,5
12,5,5,2,1,6
12,6,4,3,1,5
12,2,4,2,3,4
12,1,3,1,3,5
12,5,4,3,1,5
12,2,4,1,3,5
12,2,4,2,3,5
12,4,5,3,1,6
12,2,5,1,3,5
12,5,5,3,2,5
12,3,4,2,3,5
12,5,5,3,2,5
12,1,4,1,3,4
12,1,3,2,4,5
12,5,4,2,2,4
12,1,4,1,3,4
12,4,6,3,2,5
12,2,3,1,3,4
12,2,4,2,4,5
12,1,3,1,3,5
12,5,4,2,2,5
12,4,4,3,2,4
12,5,5,3,1,5
12,2,4,2,3,4
12,1,4,1,3,4
12,1,4,1,3,4
12,4,5,2,2,5
12,5,4,3,2,4
12,5,4,3,2,4
12,5,4,2,1,6
12,5,4,3,1,5
12,2,5,1,3,5
12,2,4,1,3,4
12,1,4,1,3,5
12,2,4,2,3,4
12,1,4,1,3,5
12,0,4,2,3,5
12,1,4,1,3,4
