gid,v1,v2
7,2,0
7,2,0
7,1,0
7,1,1
7,-1,2
7,0,2
7,0,3
7,0,2
7,-1,2
7,1,0
7,-1,2
7,0,1
7,1,1
7,2,1
7,0,2
7,-1,2
7,1,2
7,0,2
7,0,2
7,0,1
7,1,2
7,0,2
7,1,1
7,0,2
7,2,0
7,0,2
7,0,3
7,0,2
7,0,2
7,0,1
7,0,2
7,0,2
7,0,1
7,0,2
7,0,1
7,0,2
7,1,1
7,2,0
7,0,2
7,0,2
7,0,1
7,2,1
7,0,2
7,0,1
7,0,2
7,0,2
7,0,1
7,1,1
7,0,0
7,2,1
7,0,1
7,0,2
7,0,2
7,1,1
7,0,2
7,0,2
7,0,3
7,1,1
7,1,1
7,2,1
7,0,2
7,0,2
7,0,1
7,2,0
7,0,1
7,0,2
7,-1,1
7,1,0
7,0,2
7,-1,2
8,2,0
8,1,2
8,1,0
8,0,1
8,1,2
8,0,2
8,0,2
8,2,0
8,1,1
8,1,0
8,0,3
8,0,2
8,1,2
8,1,1
8,0,2
8,-1,2
8,0,2
8,0,2
8,1,2
8,0,2
8,1,1
8,1,1
8,0,1
8,1,0
8,0,2
8,1,1
8,1,0
8,0,1
8,-1,3
8,1,2
8,0,2
8,0,2
8,0,2
8,2,1
8,0,2
8,0,1
8,0,3
8,1,0
8,0,2
8,0,3
8,2,1
8,1,0
8,0,3
8,1,1
8,2,1
8,0,2
8,0,3
8,1,2
8,2,1
8,1,1
8,0,3
8,0,2
8,2,0
8,0,2
8,1,2
8,0,1
8,0,2
8,1,2
8,1,0
8,0,3
8,2,1
8,1,2
8,1,2
8,1,2
8,1,1
8,0,2
8,1,1
8,0,0
8,1,0
8,1,0
8,1,2
8,1,1
8,2,0
8,1,0
8,0,1
8,2,0
8,0,3
8,0,2
8,0,2
8,0,2
8,0,2
8,0,2
8,1,0
8,1,0
8,1,0
8,1,2
8,2,1
8,1,0
8,2,0
8,1,2
8,1,2
8,0,2
8,1,2
9,1,1
9,1,0
9,0,1
9,0,2
9,2,0
9,1,1
9,0,2
9,2,1
9,0,2
9,0,2
9,2,1
9,0,1
9,0,2
9,0,1
9,1,0
9,0,2
9,1,3
9,1,0
9,0,2
9,2,0
9,1,1
9,0,1
9,0,2
9,0,2
9,1,1
9,2,0
9,0,2
9,0,2
9,0,2
9,1,2
9,1,2
9,0,2
9,0,1
9,-1,1
9,1,2
9,0,1
9,1,1
9,1,2
9,1,1
9,1,1
9,0,2
9,1,-1
9,0,2
9,0,3
9,1,1
9,1,0
9,2,0
9,1,0
9,1,1
9,0,2
9,0,2
9,0,2
9,1,1
9,0,2
9,0,2
9,1,2
9,0,1
9,0,1
9,0,1
9,0,2
9,0,2
9,0,2
9,0,2
9,0,2
9,1,1
9,0,2
9,1,1
9,0,2
9,1,0
9,0,2
9,0,2
9,0,2
9,0,2
9,2,0
9,0,2
9,0,2
9,1,1
9,0,2
9,1,1
9,0,2
9,-1,2
9,1,2
9,1,2
9,1,0
9,0,2
9,1,1
9,0,2
9,1,1
9,0,1
9,2,0
9,1,1
9,-1,2
9,-1,2
9,2,0
9,1,1
9,1,2
9,1,0
9,0,2
9,0,1
9,-1,2
9,1,0
9,2,0
9,0,3
9,0,2
10,1,2
10,1,0
10,2,1
10,-1,1
10,0,2
10,0,2
10,2,1
10,0,2
10,1,0
10,1,0
10,0,2
10,2,0
10,1,3
10,0,2
10,-1,2
10,2,0
10,2,1
10,0,2
10,-1,3
10,0,2
10,1,2
10,1,0
10,1,3
10,0,2
10,1,0
10,0,2
10,0,2
10,0,1
10,0,1
10,0,2
10,2,0
10,1,-1
10,1,2
10,0,2
10,2,1
10,1,1
10,0,2
10,1,2
10,1,1
10,1,0
10,1,0
10,-1,2
10,0,1
10,1,0
10,0,2
10,1,0
10,0,2
10,1,2
10,1,2
10,0,1
10,0,2
10,1,2
10,1,2
10,1,0
10,0,2
10,0,2
10,0,2
10,1,2
10,2,1
10,2,1
10,0,2
10,1,0
10,1,2
10,0,3
10,2,1
10,2,1
10,2,1
10,0,3
10,1,0
10,-1,3
10,1,0
10,-1,2
10,0,2
10,0,2
10,0,2
10,2,0
10,0,2
10,0,2
10,1,1
10,0,3
10,1,1
10,1,1
10,1,0
10,0,2
10,0,2
10,1,1
10,0,3
10,0,1
10,2,0
10,1,1
10,0,2
10,0,2
10,0,1
10,1,1
10,0,2
10,1,0
10,1,2
10,1,2
10,0,3
10,1,1
10,0,2
10,0,2
10,1,1
10,0,1
10,1,1
10,-1,2
10,-1,2
10,1,0
10,1,3
10,0,3
10,0,2
11,1,0
11,1,0
11,-1,2
11,1,0
11,0,1
11,1,2
11,0,2
11,0,2
11,0,2
11,1,3
11,1,2
11,0,1
11,0,2
11,1,0
11,1,2
11,0,2
11,0,2
11,0,1
11,0,1
11,0,2
11,1,3
11,0,2
11,2,0
11,0,2
11,2,1
11,2,0
11,2,1
11,0,3
11,2,0
11,-1,3
11,0,2
11,0,2
11,0,2
11,1,0
11,1,1
11,0,2
11,0,2
11,0,2
11,0,2
11,1,1
11,1,2
11,0,2
11,1,1
11,0,1
11,0,2
11,2,0
11,0,2
11,0,2
11,0,2
11,0,2
11,1,1
11,0,2
11,0,2
11,1,1
11,1,1
11,0,2
11,0,1
11,0,2
11,1,0
11,0,3
11,2,0
11,1,0
11,2,0
11,1,0
11,0,2
11,2,1
11,0,2
11,0,2
11,1,2
11,0,2
11,1,1
11,0,2
11,0,2
11,1,1
11,1,0
11,1,0
11,1,0
11,2,1
11,0,2
11,0,2
11,1,3
11,0,3
11,1,0
11,1,2
11,0,2
11,1,2
11,0,2
11,0,1
11,0,2
12,0,2
12,1,3
12,1,0
12,-1,2
12,0,2
12,1,0
12,0,2
12,0,0
12,2,0
12,1,0
12,1,2
12,0,3
12,0,1
12,0,2
12,0,2
12,0,3
12,0,3
12,0,2
12,0,2
12,0,2
12,1,0
12,0,2
12,1,0
12,-1,2
12,1,2
12,2,0
12,1,3
12,0,1
12,1,2
12,1,0
12,1,2
12,1,2
12,1,2
12,0,3
12,-1,2
12,1,0
12,1,1
12,0,2
12,2,1
12,0,2
12,-1,2
12,1,-1
12,0,2
12,0,2
12,0,1
12,0,2
12,0,2
12,1,0
12,1,1
12,0,2
12,0,2
12,0,2
12,1,0
12,1,0
12,0,2
12,1,1
12,1,2
12,1,1
12,0,0
12,0,2
12,0,1
12,1,1
12,-1,2
12,2,1
12,0,2
12,1,0
12,0,2
12,0,2
12,0,2
12,1,2
12,0,1
12,1,1
12,1,0
12,0,2
12,1,-1
12,1,3
12,0,2
12,0,1
12,1,2
12,0,2
12,2,1
12,0,2
12,2,1
12,1,1
12,1,1
12,0,2
12,0,2
12,2,1
12,0,2
12,1,2
12,1,1
12,0,2
12,0,2
12,0,2
12,0,2
12,1,0
12,0,0
12,0,2
12,2,0
12,0,2
12,2,1
12,0,2
12,1,0
12,1,0
12,0,2
13,1,0
13,0,2
13,0,1
13,1,2
13,2,0
13,1,2
13,2,1
13,1,2
13,1,2
13,1,1
13,0,3
13,1,2
13,1,1
13,2,0
13,2,0
13,0,3
13,0,2
13,0,3
13,0,2
13,0,2
13,1,1
13,1,3
13,0,1
13,2,2
13,0,2
13,0,2
13,0,2
13,0,1
13,0,2
13,1,0
13,1,1
13,2,1
13,2,0
13,0,3
13,0,2
13,2,1
13,1,1
13,1,2
13,0,2
13,1,1
13,1,1
13,1,1
13,1,0
13,0,2
13,0,2
13,0,1
13,0,2
13,2,0
13,2,1
13,1,2
13,0,1
13,1,0
13,1,0
13,1,1
13,1,1
13,2,0
13,2,1
13,1,0
13,1,0
13,0,2
13,0,2
13,1,3
13,2,1
13,1,0
13,0,2
13,2,1
13,1,1
13,1,1
13,1,0
13,1,0
13,1,1
13,1,0
13,0,1
13,1,2
13,0,2
13,1,1
13,1,0
13,0,3
13,0,2
13,1,2
13,0,1
13,1,1
13,1,1
13,1,2
13,1,2
13,1,1
13,2,0
13,1,0
13,0,2
14,0,2
14,1,0
14,0,3
14,0,2
14,1,2
14,0,2
14,0,2
14,1,2
14,1,0
14,1,1
14,0,1
14,1,2
14,0,2
14,0,2
14,0,2
14,0,2
14,1,2
14,2,0
14,0,2
14,0,3
14,0,1
14,0,2
14,0,2
14,0,1
14,0,2
14,1,1
14,1,2
14,1,0
14,0,2
14,0,2
14,0,2
14,0,2
14,1,2
14,0,2
14,1,0
14,1,2
14,2,1
14,0,2
14,0,2
14,0,2
14,1,2
14,1,2
14,0,2
14,1,2
14,1,2
14,1,2
14,1,2
14,0,2
14,1,1
14,1,2
14,2,0
14,1,1
14,0,1
14,1,1
14,0,2
14,1,0
14,1,1
14,2,0
14,1,2
14,0,1
14,1,3
14,1,3
14,0,2
14,1,2
14,2,0
14,1,2
14,1,1
14,2,1
14,1,2
14,0,2
14,0,2
14,0,2
14,1,2
14,0,2
14,2,1
14,1,2
14,1,2
14,0,2
14,0,3
14,1,2
14,1,0
14,0,3
14,0,2
14,1,0
14,1,0
14,1,2
14,0,3
14,0,2
14,1,2
15,1,1
15,0,1
15,0,2
15,0,2
15,0,2
15,1,0
15,1,0
15,0,2
15,0,2
15,0,2
15,1,0
15,1,0
15,1,0
15,0,2
15,1,0
15,2,1
15,0,2
15,1,2
15,1,0
15,-1,2
15,1,0
15,2,1
15,1,0
15,2,1
15,1,1
15,0,2
15,1,0
15,0,1
15,1,0
15,1,1
15,1,1
15,0,2
15,0,2
15,1,1
15,1,2
15,1,0
15,1,2
15,0,0
15,0,2
15,0,2
15,0,1
15,0,2
15,1,2
15,1,0
15,0,0
15,0,1
15,0,2
15,1,1
15,1,0
15,2,1
15,0,1
15,1,2
15,1,-1
15,1,0
15,0,2
15,0,1
15,1,2
15,1,0
15,1,2
15,0,3
15,1,2
15,2,0
15,1,3
15,0,2
15,0,2
15,0,1
15,0,2
15,1,0
15,0,2
15,0,1
15,1,0
15,0,1
15,1,2
15,1,1
15,1,0
15,1,2
15,2,0
15,0,2
15,1,2
15,0,2
15,2,0
15,0,1
15,0,2
15,0,2
15,0,2
15,0,2
15,1,2
15,0,2
15,0,2
15,-1,2
15,0,2
15,2,0
16,2,0
16,2,1
16,1,1
16,1,1
16,1,0
16,0,2
16,1,0
16,1,0
16,1,2
16,0,2
16,0,3
16,1,1
16,0,2
16,2,0
16,0,2
16,2,0
16,0,2
16,1,2
16,0,3
16,1,2
16,2,0
16,0,2
16,-1,2
16,0,2
16,0,2
16,2,0
16,1,1
16,2,0
16,1,1
16,0,2
16,1,2
16,0,2
16,1,2
16,1,0
16,0,1
16,2,0
16,1,2
16,0,2
16,1,2
16,1,3
16,0,2
16,0,2
16,2,0
16,1,2
16,0,2
16,1,1
16,1,2
16,1,2
16,2,0
16,0,2
16,2,0
16,1,1
16,1,1
16,2,1
16,1,0
16,1,2
16,1,2
16,0,2
16,0,2
16,0,2
16,1,0
16,1,2
16,1,0
16,1,1
16,1,1
16,0,2
16,1,1
16,1,1
16,2,0
16,1,2
16,1,2
16,0,2
16,0,2
16,1,0
16,0,3
16,2,1
16,1,2
16,1,0
16,-1,2
16,1,2
16,0,2
16,1,2
16,1,0
16,1,2
16,2,1
16,1,1
16,2,0
16,1,2
16,1,2
16,0,1
16,2,1
16,1,0
16,1,0
16,2,0
16,0,2
16,1,2
16,0,2
16,1,2
16,1,0
17,0,2
17,1,0
17,0,1
17,0,2
17,-1,2
17,1,1
17,1,0
17,1,1
17,0,1
17,0,2
17,0,2
17,1,2
17,0,3
17,0,2
17,1,0
17,0,2
17,0,1
17,0,3
17,-1,2
17,0,2
17,0,2
17,1,1
17,1,-1
17,1,0
17,1,2
17,1,1
17,1,2
17,0,1
17,0,2
17,0,1
17,2,0
17,1,0
17,0,2
17,1,2
17,1,2
17,1,0
17,2,0
17,0,2
17,1,0
17,1,0
17,1,1
17,0,3
17,0,2
17,1,0
17,1,2
17,1,1
17,1,2
17,0,1
17,0,2
17,1,2
17,1,0
17,-1,1
17,2,1
17,1,2
17,1,0
17,1,2
17,2,0
17,1,0
17,0,0
17,1,1
17,1,1
17,1,0
17,2,1
17,0,2
17,1,1
17,1,2
17,0,2
17,1,0
17,1,2
17,0,1
17,0,2
17,0,2
17,1,2
17,-1,2
17,1,3
17,1,3
17,-1,1
17,0,2
17,1,2
17,1,1
17,1,0
17,1,1
17,0,2
17,0,1
17,0,1
17,2,1
17,0,2
17,1,0
17,1,2
17,1,1
17,0,2
17,1,2
17,0,2
17,1,1
17,1,0
17,2,1
17,2,0
17,1,0
18,1,0
18,0,2
18,1,1
18,0,3
18,0,2
18,1,2
18,0,2
18,0,2
18,0,2
18,1,3
18,1,2
18,0,2
18,1,2
18,1,0
18,0,2
18,0,3
18,2,0
18,1,0
18,1,0
18,1,0
18,0,2
18,0,2
18,1,0
18,2,0
18,0,2
18,1,2
18,0,2
18,1,2
18,1,0
18,0,2
18,0,2
18,2,-1
18,1,2
18,0,2
18,2,1
18,2,1
18,1,2
18,2,-1
18,0,2
18,0,1
18,0,3
18,1,0
18,0,2
18,1,2
18,0,2
18,0,2
18,2,1
18,0,2
18,2,0
18,2,0
18,1,2
18,1,2
18,-1,2
18,0,1
18,-1,3
18,0,2
18,0,2
18,0,1
18,1,2
18,0,3
18,0,2
18,0,2
18,2,0
18,2,1
18,1,2
18,0,1
18,0,1
18,1,0
18,2,0
18,0,2
18,1,2
18,1,2
18,1,0
18,0,2
18,1,2
18,0,2
18,1,0
18,0,2
18,0,1
18,0,2
18,0,2
18,2,1
18,0,1
18,0,2
18,0,0
18,0,2
19,1,2
19,1,2
19,1,2
19,0,2
19,0,2
19,0,1
19,1,0
19,2,0
19,0,1
19,1,1
19,1,1
19,0,2
19,0,2
19,1,0
19,0,1
19,1,2
19,1,2
19,1,2
19,1,1
19,0,2
19,1,2
19,0,2
19,2,0
19,0,1
19,0,2
19,2,1
19,1,2
19,0,2
19,0,1
19,1,1
19,0,2
19,1,0
19,2,1
19,0,3
19,0,1
19,0,2
19,0,3
19,1,2
19,2,0
19,0,2
19,0,2
19,1,2
19,0,2
19,2,1
19,0,1
19,1,0
19,1,1
19,0,2
19,1,2
19,0,3
19,0,0
19,0,2
19,0,2
19,1,1
19,0,2
19,0,2
19,1,-1
19,1,1
19,1,0
19,2,1
19,1,2
19,0,1
19,1,1
19,1,3
19,0,3
19,0,2
19,1,1
19,2,0
19,1,2
19,0,1
19,2,1
19,2,0
19,1,1
19,1,0
19,2,0
19,0,2
19,1,1
19,1,1
19,1,2
19,1,1
19,0,1
19,1,1
19,1,0
19,0,2
19,0,2
19,0,2
19,-1,2
19,1,2
19,0,2
19,1,2
19,1,1
19,1,2
19,0,2
19,0,2
19,1,1
19,2,1
19,0,2
20,0,2
20,0,2
20,0,2
20,0,2
20,0,2
20,1,1
20,0,3
20,0,3
20,0,2
20,-1,2
20,1,0
20,0,2
20,0,1
20,1,1
20,1,0
20,2,1
20,0,2
20,0,3
20,2,0
20,1,1
20,1,2
20,1,0
20,0,2
20,1,1
20,1,1
20,-1,2
20,1,0
20,1,1
20,0,2
20,0,2
20,1,0
20,1,2
20,1,1
20,1,1
20,1,2
20,1,0
20,0,1
20,0,2
20,0,2
20,1,0
20,-1,1
20,0,2
20,2,1
20,1,0
20,0,1
20,1,0
20,0,2
20,1,1
20,0,2
20,0,1
20,2,1
20,0,1
20,0,2
20,0,2
20,1,0
20,1,0
20,1,2
20,1,0
20,1,1
20,0,3
20,1,1
20,1,2
20,1,1
20,1,0
20,1,1
20,0,2
20,1,0
20,0,2
20,1,1
20,1,2
20,1,0
20,2,1
20,1,1
20,0,2
20,1,0
20,1,0
20,1,2
20,1,2
20,1,0
20,0,2
20,1,1
20,2,1
20,0,2
20,1,0
20,1,0
20,-1,2
20,0,1
20,1,1
20,0,1
20,-1,2
20,0,1
20,0,2
20,0,2
20,1,0
20,0,1
20,0,2
20,0,1
20,1,0
20,1,3
20,1,2
20,0,2
20,0,2
20,1,1
20,-1,1
20,1,1
20,0,1
20,1,0
20,0,2
20,0,1
21,1,-1
21,0,2
21,0,1
21,0,2
21,1,1
21,0,2
21,0,2
21,2,0
21,0,2
21,2,1
21,0,2
21,1,1
21,1,1
21,0,2
21,0,1
21,0,2
21,2,0
21,0,1
21,0,2
21,2,1
21,1,1
21,2,1
21,0,2
21,0,3
21,2,1
21,1,2
21,0,2
21,2,0
21,1,0
21,0,2
21,1,0
21,1,2
21,0,2
21,1,1
21,0,2
21,0,2
21,0,2
21,0,1
21,2,1
21,0,2
21,0,2
21,1,1
21,0,1
21,2,1
21,-1,1
21,0,2
21,1,0
21,0,2
21,0,1
21,0,3
21,0,2
21,1,1
21,0,2
21,0,2
21,0,1
21,0,2
21,1,2
21,1,1
21,0,1
21,1,2
21,1,2
21,2,0
21,1,0
21,0,1
21,1,0
21,0,2
21,0,2
21,0,2
21,0,1
21,0,2
21,0,2
21,1,1
21,-1,2
21,1,0
21,0,2
21,1,0
21,0,1
21,1,0
21,1,0
21,0,2
21,0,2
21,0,1
21,2,0
21,0,1
21,1,3
21,-1,2
21,0,2
21,2,0
21,1,1
21,1,1
21,1,0
21,0,2
21,0,2
21,1,1
21,1,1
21,0,3
21,0,1
22,0,2
22,1,2
22,0,1
22,0,2
22,-1,2
22,0,2
22,0,2
22,0,2
22,0,2
22,1,0
22,0,2
22,-1,3
22,0,2
22,2,1
22,0,2
22,0,2
22,2,0
22,0,1
22,0,2
22,2,0
22,2,0
22,0,3
22,0,2
22,1,0
22,0,2
22,2,1
22,0,1
22,1,2
22,0,1
22,2,0
22,1,2
22,0,1
22,0,2
22,2,0
22,1,1
22,2,0
22,1,1
22,0,2
22,0,3
22,1,2
22,1,0
22,0,2
22,0,1
22,1,0
22,2,0
22,0,2
22,0,2
22,0,2
22,0,2
22,1,2
22,0,2
22,0,2
22,1,1
22,0,2
22,0,2
22,0,1
22,1,0
22,1,2
22,0,2
22,0,2
22,1,0
22,2,0
22,0,2
22,1,1
22,0,2
22,0,2
22,1,0
22,1,2
22,0,2
22,1,0
22,0,2
22,1,0
22,0,2
22,-1,2
22,0,1
22,1,0
22,2,0
22,2,1
22,-1,3
22,0,1
22,-1,1
22,-1,3
22,2,0
22,0,1
22,2,0
22,1,1
22,1,0
22,2,1
22,0,2
22,0,2
22,0,2
22,1,2
22,0,1
22,0,1
22,0,2
22,0,1
23,1,1
23,1,2
23,1,2
23,-1,2
23,0,2
23,1,0
23,-1,2
23,0,3
23,2,0
23,1,2
23,2,0
23,0,3
23,0,2
23,0,2
23,1,2
23,1,2
23,2,2
23,0,2
23,1,0
23,0,2
23,1,0
23,0,2
23,2,0
23,1,1
23,0,2
23,0,1
23,2,0
23,0,2
23,0,2
23,0,1
23,0,1
23,0,1
23,1,1
23,1,-1
23,1,0
23,0,2
23,1,0
23,1,2
23,1,1
23,2,0
23,0,2
23,2,1
23,0,1
23,1,2
23,0,0
23,0,2
23,0,2
23,1,1
23,0,1
23,0,2
23,1,2
23,1,1
23,1,2
23,0,2
23,1,0
23,0,2
23,0,2
23,0,2
23,0,1
23,1,0
23,2,0
23,0,2
23,1,2
23,1,1
23,1,0
23,0,2
23,0,2
23,2,1
23,0,2
23,1,0
23,0,1
23,0,2
23,0,2
23,1,2
23,1,2
23,0,0
23,1,2
23,0,2
23,0,2
23,1,0
23,0,1
23,0,2
23,1,1
23,0,2
23,0,2
23,0,1
23,1,3
23,1,0
23,0,2
23,1,0
23,0,2
23,0,2
23,0,1
23,2,0
23,1,0
23,1,1
23,-1,2
23,1,0
23,1,2
23,0,2
23,1,2
23,1,1
24,0,1
24,0,2
24,-1,2
24,0,2
24,1,1
24,0,1
24,-1,2
24,0,2
24,1,0
24,0,0
24,0,1
24,0,2
24,2,1
24,1,2
24,2,0
24,0,1
24,0,1
24,-1,1
24,-1,2
24,0,2
24,1,0
24,0,2
24,1,0
24,1,2
24,1,1
24,0,2
24,0,1
24,-1,2
24,0,2
24,1,0
24,0,1
24,0,2
24,1,1
24,0,2
24,0,2
24,0,1
24,-1,2
24,0,1
24,-1,1
24,1,0
24,0,2
24,0,1
24,0,2
24,0,2
24,2,0
24,1,2
24,0,2
24,0,1
24,1,1
24,-1,1
24,0,2
24,1,1
24,0,1
24,1,0
24,1,1
24,0,2
24,0,2
24,1,0
24,0,2
24,1,1
24,0,2
24,1,2
24,0,1
24,1,1
24,0,1
24,1,0
24,1,0
24,-1,2
24,0,1
24,0,2
24,0,1
24,1,0
24,0,2
24,1,1
24,1,2
24,0,2
24,1,0
24,1,0
24,0,2
24,0,3
24,2,0
24,0,2
